ID_POLIGONO,cvegeo,siap_exact_2025_yield,siap_exact_2025_reported_yield,siap_exact_2025_harvested_ha,siap_exact_2025_production_t,siap_exact_2025_damage_rate,siap_exact_2025_rows,siap_cycle_allmode_2025_yield,siap_cycle_allmode_2025_reported_yield,siap_cycle_allmode_2025_harvested_ha,siap_cycle_allmode_2025_production_t,siap_cycle_allmode_2025_damage_rate,siap_cycle_allmode_2025_rows,siap_temporal_allcycle_2025_yield,siap_temporal_allcycle_2025_reported_yield,siap_temporal_allcycle_2025_harvested_ha,siap_temporal_allcycle_2025_production_t,siap_temporal_allcycle_2025_damage_rate,siap_temporal_allcycle_2025_rows,siap_allgrain_2025_yield,siap_allgrain_2025_reported_yield,siap_allgrain_2025_harvested_ha,siap_allgrain_2025_production_t,siap_allgrain_2025_damage_rate,siap_allgrain_2025_rows,siap_exact_hist_mean,siap_exact_hist_std,siap_exact_hist_trend,siap_exact_hist_years,siap_allgrain_hist_mean,siap_allgrain_hist_std,siap_allgrain_hist_trend,siap_allgrain_hist_years,siap_prior_yield,siap_prior_source,siap_exact_reported_minus_recomputed,CONJUNTO,RENDIMIENTO_T_HA,meta_estado,meta_municipio
AGC_019,29006,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,2.537181186208829,0.1445599030008825,0.030406878664165204,10,2.537181186208829,0.1445599030008825,0.030406878664165204,10,4.0,exact_2025,0.0,ENTRENAMIENTO,3.0,Tlaxcala,Calpulalpan
AGC_020,13021,1.8099987650763592,1.81,2429.3,4397.03,0.0,1.0,1.8421203161380242,1.8421213634862195,2482.46,4572.99,0.0,2.0,1.8099987650763592,1.81,2429.3,4397.03,0.0,1.0,1.8421203161380242,1.8421213634862195,2482.46,4572.99,0.0,2.0,2.2949996621747992,0.2794727909697917,-0.04430315295408417,10,2.312067555151758,0.27633667547991475,-0.04198355928436513,10,1.8099987650763592,exact_2025,1.2349236409026076e-06,ENTRENAMIENTO,3.5,Hidalgo,Emiliano Zapata
AGC_021,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,ENTRENAMIENTO,4.94,Puebla,Chignahuapan
AGC_022,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,ENTRENAMIENTO,4.55,Puebla,Chignahuapan
AGC_023,29006,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,2.537181186208829,0.1445599030008825,0.030406878664165204,10,2.537181186208829,0.1445599030008825,0.030406878664165204,10,4.0,exact_2025,0.0,ENTRENAMIENTO,3.0,Tlaxcala,Calpulalpan
AGC_024,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,ENTRENAMIENTO,3.03,Puebla,Chignahuapan
AGC_025,29006,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,2.537181186208829,0.1445599030008825,0.030406878664165204,10,2.537181186208829,0.1445599030008825,0.030406878664165204,10,4.0,exact_2025,0.0,PREDICCION,,Tlaxcala,Calpulalpan
AGC_026,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,ENTRENAMIENTO,3.55,Puebla,Chignahuapan
AGC_027,29006,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,2.537181186208829,0.1445599030008825,0.030406878664165204,10,2.537181186208829,0.1445599030008825,0.030406878664165204,10,4.0,exact_2025,0.0,PREDICCION,,Tlaxcala,Calpulalpan
AGC_028,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,PREDICCION,,Puebla,Chignahuapan
AGC_029,29006,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,2.537181186208829,0.1445599030008825,0.030406878664165204,10,2.537181186208829,0.1445599030008825,0.030406878664165204,10,4.0,exact_2025,0.0,PREDICCION,,Tlaxcala,Calpulalpan
AGC_030,13057,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,2.772624266351358,0.542032748360846,-0.11536209571284574,10,2.772624266351358,0.542032748360846,-0.11536209571284574,10,1.8788014311270125,exact_2025,0.0011985688729874155,PREDICCION,,Hidalgo,Singuilucan
AGC_031,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,PREDICCION,,Puebla,Chignahuapan
AGC_032,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,ENTRENAMIENTO,4.03,Puebla,Chignahuapan
AGC_033,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,ENTRENAMIENTO,4.47,Puebla,Chignahuapan
AGC_034,13057,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,2.772624266351358,0.542032748360846,-0.11536209571284574,10,2.772624266351358,0.542032748360846,-0.11536209571284574,10,1.8788014311270125,exact_2025,0.0011985688729874155,ENTRENAMIENTO,2.0,Hidalgo,Singuilucan
AGC_035,13016,2.3500005816997267,2.35,8595.5,20199.43,0.0,1.0,2.3500005816997267,2.35,8595.5,20199.43,0.0,1.0,2.3500005816997267,2.35,8595.5,20199.43,0.0,1.0,2.3500005816997267,2.35,8595.5,20199.43,0.0,1.0,2.748596873151876,0.46023452589845526,-0.07391144919123277,10,2.748596873151876,0.46023452589845526,-0.07391144919123277,10,2.3500005816997267,exact_2025,-5.816997266094859e-07,ENTRENAMIENTO,4.68,Hidalgo,Cuautepec de Hinojosa
AGC_036,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,PREDICCION,,Puebla,Chignahuapan
AGC_037,29006,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,2.537181186208829,0.1445599030008825,0.030406878664165204,10,2.537181186208829,0.1445599030008825,0.030406878664165204,10,4.0,exact_2025,0.0,ENTRENAMIENTO,3.5,Tlaxcala,Calpulalpan
AGC_038,13057,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,2.772624266351358,0.542032748360846,-0.11536209571284574,10,2.772624266351358,0.542032748360846,-0.11536209571284574,10,1.8788014311270125,exact_2025,0.0011985688729874155,ENTRENAMIENTO,3.3,Hidalgo,Singuilucan
AGC_039,29006,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,2.537181186208829,0.1445599030008825,0.030406878664165204,10,2.537181186208829,0.1445599030008825,0.030406878664165204,10,4.0,exact_2025,0.0,PREDICCION,,Tlaxcala,Calpulalpan
AGC_040,29006,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,2.537181186208829,0.1445599030008825,0.030406878664165204,10,2.537181186208829,0.1445599030008825,0.030406878664165204,10,4.0,exact_2025,0.0,ENTRENAMIENTO,3.0,Tlaxcala,Calpulalpan
AGC_041,13057,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,2.772624266351358,0.542032748360846,-0.11536209571284574,10,2.772624266351358,0.542032748360846,-0.11536209571284574,10,1.8788014311270125,exact_2025,0.0011985688729874155,ENTRENAMIENTO,2.5,Hidalgo,Singuilucan
AGC_042,13057,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,1.8788014311270125,1.88,11180.0,21005.0,0.0,1.0,2.772624266351358,0.542032748360846,-0.11536209571284574,10,2.772624266351358,0.542032748360846,-0.11536209571284574,10,1.8788014311270125,exact_2025,0.0011985688729874155,PREDICCION,,Hidalgo,Singuilucan
AGC_043,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,PREDICCION,,Puebla,Chignahuapan
AGC_044,13021,1.8099987650763592,1.81,2429.3,4397.03,0.0,1.0,1.8421203161380242,1.8421213634862195,2482.46,4572.99,0.0,2.0,1.8099987650763592,1.81,2429.3,4397.03,0.0,1.0,1.8421203161380242,1.8421213634862195,2482.46,4572.99,0.0,2.0,2.2949996621747992,0.2794727909697917,-0.04430315295408417,10,2.312067555151758,0.27633667547991475,-0.04198355928436513,10,1.8099987650763592,exact_2025,1.2349236409026076e-06,ENTRENAMIENTO,3.5,Hidalgo,Emiliano Zapata
AGC_045,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,ENTRENAMIENTO,4.1,Puebla,Chignahuapan
AGC_046,29006,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,2.537181186208829,0.1445599030008825,0.030406878664165204,10,2.537181186208829,0.1445599030008825,0.030406878664165204,10,4.0,exact_2025,0.0,ENTRENAMIENTO,3.0,Tlaxcala,Calpulalpan
AGC_047,13061,1.9800001265894893,1.98,7899.55,15641.11,0.0,1.0,1.9974782579371178,1.9974778582553643,8006.37,15992.550000000001,0.0,2.0,1.9800001265894893,1.98,7899.55,15641.11,0.0,1.0,1.9974782579371178,1.9974778582553643,8006.37,15992.550000000001,0.0,2.0,2.2659999051842314,0.2587354076292924,-0.055151552093395166,10,2.27921352716618,0.2575727916939819,-0.05461176524446813,10,1.9800001265894893,exact_2025,-1.265894893354158e-07,ENTRENAMIENTO,4.45,Hidalgo,Tepeapulco
AGC_048,29021,4.0,4.0,4800.0,19200.0,0.0,1.0,4.0,4.0,4800.0,19200.0,0.0,1.0,4.0,4.0,4800.0,19200.0,0.0,1.0,4.0,4.0,4800.0,19200.0,0.0,1.0,2.5181804782436927,0.16333849281304236,0.0030733179711418864,10,2.5181804782436927,0.16333849281304236,0.0030733179711418864,10,4.0,exact_2025,0.0,ENTRENAMIENTO,2.5,Tlaxcala,Nanacamilpa de Mariano Arista
AGC_049,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,ENTRENAMIENTO,5.53,Puebla,Chignahuapan
AGC_050,29006,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,2.537181186208829,0.1445599030008825,0.030406878664165204,10,2.537181186208829,0.1445599030008825,0.030406878664165204,10,4.0,exact_2025,0.0,PREDICCION,,Tlaxcala,Calpulalpan
AGC_051,13007,1.909999825577499,1.91,10893.09,20805.8,0.0,1.0,1.9276675074220335,1.9276673712795664,11017.87,21238.79,0.0,2.0,1.909999825577499,1.91,10893.09,20805.8,0.0,1.0,1.9276675074220335,1.9276673712795664,11017.87,21238.79,0.0,2.0,2.5330000445764393,0.247267006149189,-0.04321213139578255,10,2.54505264703177,0.24895813641851458,-0.04282745730024769,10,1.909999825577499,exact_2025,1.7442250088706146e-07,ENTRENAMIENTO,4.45,Hidalgo,Almoloya
AGC_052,13016,2.3500005816997267,2.35,8595.5,20199.43,0.0,1.0,2.3500005816997267,2.35,8595.5,20199.43,0.0,1.0,2.3500005816997267,2.35,8595.5,20199.43,0.0,1.0,2.3500005816997267,2.35,8595.5,20199.43,0.0,1.0,2.748596873151876,0.46023452589845526,-0.07391144919123277,10,2.748596873151876,0.46023452589845526,-0.07391144919123277,10,2.3500005816997267,exact_2025,-5.816997266094859e-07,PREDICCION,,Hidalgo,Cuautepec de Hinojosa
AGC_053,29006,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,2.537181186208829,0.1445599030008825,0.030406878664165204,10,2.537181186208829,0.1445599030008825,0.030406878664165204,10,4.0,exact_2025,0.0,ENTRENAMIENTO,3.5,Tlaxcala,Calpulalpan
AGC_054,29006,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,2.537181186208829,0.1445599030008825,0.030406878664165204,10,2.537181186208829,0.1445599030008825,0.030406878664165204,10,4.0,exact_2025,0.0,ENTRENAMIENTO,2.5,Tlaxcala,Calpulalpan
AGC_055,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,ENTRENAMIENTO,5.45,Puebla,Chignahuapan
AGC_056,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,ENTRENAMIENTO,5.07,Puebla,Chignahuapan
AGC_057,21053,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,3.22,3.22,7300.0,23506.0,0.0,1.0,2.780999890506274,0.37745062133259083,0.12212118976918164,10,2.780999890506274,0.37745062133259083,0.12212118976918164,10,3.22,exact_2025,0.0,ENTRENAMIENTO,4.55,Puebla,Chignahuapan
AGC_058,29006,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,4.0,4.0,14720.0,58880.0,0.0,1.0,2.537181186208829,0.1445599030008825,0.030406878664165204,10,2.537181186208829,0.1445599030008825,0.030406878664165204,10,4.0,exact_2025,0.0,ENTRENAMIENTO,2.5,Tlaxcala,Calpulalpan
