ID_POLIGONO,method,predicted
AGC_003,CatBoost_C1_d4_lr006_l2_6,3.4671411589222316
AGC_011,CatBoost_C1_d4_lr006_l2_6,4.517226109438809
AGC_016,CatBoost_C1_d4_lr006_l2_6,3.948967476770027
AGC_025,CatBoost_C1_d4_lr006_l2_6,3.1237613077771393
AGC_027,CatBoost_C1_d4_lr006_l2_6,3.127239474829935
AGC_028,CatBoost_C1_d4_lr006_l2_6,4.646130673858049
AGC_029,CatBoost_C1_d4_lr006_l2_6,2.9366222453454234
AGC_030,CatBoost_C1_d4_lr006_l2_6,3.433007381884219
AGC_031,CatBoost_C1_d4_lr006_l2_6,4.394149554484879
AGC_036,CatBoost_C1_d4_lr006_l2_6,4.260907003422403
AGC_039,CatBoost_C1_d4_lr006_l2_6,2.8850468907012896
AGC_042,CatBoost_C1_d4_lr006_l2_6,2.947063811371341
AGC_043,CatBoost_C1_d4_lr006_l2_6,4.491153430310429
AGC_050,CatBoost_C1_d4_lr006_l2_6,2.9229764272297225
AGC_052,CatBoost_C1_d4_lr006_l2_6,4.484442592219864
AGC_061,CatBoost_C1_d4_lr006_l2_6,2.7696579706041575
AGC_063,CatBoost_C1_d4_lr006_l2_6,4.239035495683936
AGC_065,CatBoost_C1_d4_lr006_l2_6,4.431178158517885
AGC_071,CatBoost_C1_d4_lr006_l2_6,3.0557136967981364
AGC_075,CatBoost_C1_d4_lr006_l2_6,2.9640060669580444
AGC_076,CatBoost_C1_d4_lr006_l2_6,4.329940448266551
AGC_082,CatBoost_C1_d4_lr006_l2_6,4.264729856081838
AGC_085,CatBoost_C1_d4_lr006_l2_6,4.1099661404596946
AGC_086,CatBoost_C1_d4_lr006_l2_6,3.230975078029568
AGC_087,CatBoost_C1_d4_lr006_l2_6,2.7573658598596844
AGC_088,CatBoost_C1_d4_lr006_l2_6,4.242915419623405
AGC_091,CatBoost_C1_d4_lr006_l2_6,4.565084900096792
AGC_093,CatBoost_C1_d4_lr006_l2_6,2.862596333747073
AGC_094,CatBoost_C1_d4_lr006_l2_6,4.704106454524511
AGC_095,CatBoost_C1_d4_lr006_l2_6,4.4079076537352835
AGC_107,CatBoost_C1_d4_lr006_l2_6,4.604356597798822
AGC_113,CatBoost_C1_d4_lr006_l2_6,2.993098253645826
AGC_116,CatBoost_C1_d4_lr006_l2_6,4.661896474025876
AGC_118,CatBoost_C1_d4_lr006_l2_6,3.3244354228812845
AGC_120,CatBoost_C1_d4_lr006_l2_6,3.6728867885717023
AGC_126,CatBoost_C1_d4_lr006_l2_6,4.356314265194233
AGC_128,CatBoost_C1_d4_lr006_l2_6,4.360009080008591
AGC_129,CatBoost_C1_d4_lr006_l2_6,3.6136070371018527
AGC_130,CatBoost_C1_d4_lr006_l2_6,4.37173380156338
AGC_136,CatBoost_C1_d4_lr006_l2_6,4.348952135916799
AGC_142,CatBoost_C1_d4_lr006_l2_6,4.611211211783711
AGC_143,CatBoost_C1_d4_lr006_l2_6,4.2572493314789694
AGC_147,CatBoost_C1_d4_lr006_l2_6,3.2223479601998406
AGC_149,CatBoost_C1_d4_lr006_l2_6,4.5119473420388845
AGC_153,CatBoost_C1_d4_lr006_l2_6,4.035079241014027
AGC_154,CatBoost_C1_d4_lr006_l2_6,4.609630582527473
AGC_156,CatBoost_C1_d4_lr006_l2_6,2.972611723728761
AGC_158,CatBoost_C1_d4_lr006_l2_6,4.2900096352301675
AGC_173,CatBoost_C1_d4_lr006_l2_6,3.6260044316702342
AGC_174,CatBoost_C1_d4_lr006_l2_6,4.185192856722608
AGC_175,CatBoost_C1_d4_lr006_l2_6,4.408532571641369
AGC_177,CatBoost_C1_d4_lr006_l2_6,3.946067548049759
AGC_182,CatBoost_C1_d4_lr006_l2_6,4.627918615862673
AGC_183,CatBoost_C1_d4_lr006_l2_6,2.84461050648495
AGC_186,CatBoost_C1_d4_lr006_l2_6,4.406758732553631
AGC_188,CatBoost_C1_d4_lr006_l2_6,4.330553154209913
AGC_190,CatBoost_C1_d4_lr006_l2_6,4.3118029252199035
AGC_191,CatBoost_C1_d4_lr006_l2_6,4.89504433541515
AGC_192,CatBoost_C1_d4_lr006_l2_6,4.695376257288842
AGC_003,CatBoost_C1_d5_lr006_l2_3,3.5368949982971523
AGC_011,CatBoost_C1_d5_lr006_l2_3,4.513274404028304
AGC_016,CatBoost_C1_d5_lr006_l2_3,4.0730012899652195
AGC_025,CatBoost_C1_d5_lr006_l2_3,3.113941941443354
AGC_027,CatBoost_C1_d5_lr006_l2_3,3.1667203077087485
AGC_028,CatBoost_C1_d5_lr006_l2_3,4.539891351649544
AGC_029,CatBoost_C1_d5_lr006_l2_3,3.022858820033832
AGC_030,CatBoost_C1_d5_lr006_l2_3,3.360387249452496
AGC_031,CatBoost_C1_d5_lr006_l2_3,4.532682109787288
AGC_036,CatBoost_C1_d5_lr006_l2_3,4.27183139782458
AGC_039,CatBoost_C1_d5_lr006_l2_3,2.8246675633365803
AGC_042,CatBoost_C1_d5_lr006_l2_3,3.045900312104152
AGC_043,CatBoost_C1_d5_lr006_l2_3,4.506203641056326
AGC_050,CatBoost_C1_d5_lr006_l2_3,2.9304336829383524
AGC_052,CatBoost_C1_d5_lr006_l2_3,4.399103252401474
AGC_061,CatBoost_C1_d5_lr006_l2_3,2.859059196284003
AGC_063,CatBoost_C1_d5_lr006_l2_3,4.395489193050973
AGC_065,CatBoost_C1_d5_lr006_l2_3,4.435194838211449
AGC_071,CatBoost_C1_d5_lr006_l2_3,3.0333666789819254
AGC_075,CatBoost_C1_d5_lr006_l2_3,2.97790171571531
AGC_076,CatBoost_C1_d5_lr006_l2_3,4.372254531738563
AGC_082,CatBoost_C1_d5_lr006_l2_3,4.2434962717684925
AGC_085,CatBoost_C1_d5_lr006_l2_3,4.066469348053772
AGC_086,CatBoost_C1_d5_lr006_l2_3,3.2618990936397645
AGC_087,CatBoost_C1_d5_lr006_l2_3,2.762158621006108
AGC_088,CatBoost_C1_d5_lr006_l2_3,4.263016826265357
AGC_091,CatBoost_C1_d5_lr006_l2_3,4.598349759172909
AGC_093,CatBoost_C1_d5_lr006_l2_3,2.89367862037707
AGC_094,CatBoost_C1_d5_lr006_l2_3,4.715230294589522
AGC_095,CatBoost_C1_d5_lr006_l2_3,4.418915246903889
AGC_107,CatBoost_C1_d5_lr006_l2_3,4.597123572481162
AGC_113,CatBoost_C1_d5_lr006_l2_3,2.970162041917414
AGC_116,CatBoost_C1_d5_lr006_l2_3,4.563960788162333
AGC_118,CatBoost_C1_d5_lr006_l2_3,3.325038093324906
AGC_120,CatBoost_C1_d5_lr006_l2_3,3.6814930555868464
AGC_126,CatBoost_C1_d5_lr006_l2_3,4.337317600858152
AGC_128,CatBoost_C1_d5_lr006_l2_3,4.36624915503766
AGC_129,CatBoost_C1_d5_lr006_l2_3,3.6374140026833537
AGC_130,CatBoost_C1_d5_lr006_l2_3,4.386699295310772
AGC_136,CatBoost_C1_d5_lr006_l2_3,4.311873538520729
AGC_142,CatBoost_C1_d5_lr006_l2_3,4.689755673227315
AGC_143,CatBoost_C1_d5_lr006_l2_3,4.12395049022344
AGC_147,CatBoost_C1_d5_lr006_l2_3,3.27703306621072
AGC_149,CatBoost_C1_d5_lr006_l2_3,4.452490446965645
AGC_153,CatBoost_C1_d5_lr006_l2_3,4.143124811517737
AGC_154,CatBoost_C1_d5_lr006_l2_3,4.583524008539953
AGC_156,CatBoost_C1_d5_lr006_l2_3,3.060022312870269
AGC_158,CatBoost_C1_d5_lr006_l2_3,4.267570423023661
AGC_173,CatBoost_C1_d5_lr006_l2_3,3.6329862198322
AGC_174,CatBoost_C1_d5_lr006_l2_3,4.223071808585132
AGC_175,CatBoost_C1_d5_lr006_l2_3,4.426120123922904
AGC_177,CatBoost_C1_d5_lr006_l2_3,3.7796312390131326
AGC_182,CatBoost_C1_d5_lr006_l2_3,4.567483201093353
AGC_183,CatBoost_C1_d5_lr006_l2_3,2.8883151713552784
AGC_186,CatBoost_C1_d5_lr006_l2_3,4.439333289022595
AGC_188,CatBoost_C1_d5_lr006_l2_3,4.3338076978924205
AGC_190,CatBoost_C1_d5_lr006_l2_3,4.3976432853490905
AGC_191,CatBoost_C1_d5_lr006_l2_3,4.855258316616831
AGC_192,CatBoost_C1_d5_lr006_l2_3,4.638703787537224
AGC_003,Blend_Local_CatBoost_w0p10,3.60571138743037
AGC_011,Blend_Local_CatBoost_w0p10,4.72546384390441
AGC_016,Blend_Local_CatBoost_w0p10,4.449360664195657
AGC_025,Blend_Local_CatBoost_w0p10,2.9787585078222927
AGC_027,Blend_Local_CatBoost_w0p10,2.937236436442783
AGC_028,Blend_Local_CatBoost_w0p10,4.751583156641192
AGC_029,Blend_Local_CatBoost_w0p10,3.103476762263552
AGC_030,Blend_Local_CatBoost_w0p10,3.16390801069739
AGC_031,Blend_Local_CatBoost_w0p10,4.18308654661077
AGC_036,Blend_Local_CatBoost_w0p10,4.3711811981021915
AGC_039,Blend_Local_CatBoost_w0p10,2.877001204689975
AGC_042,Blend_Local_CatBoost_w0p10,3.0497579392875327
AGC_043,Blend_Local_CatBoost_w0p10,4.396717402016358
AGC_050,Blend_Local_CatBoost_w0p10,2.960178740342675
AGC_052,Blend_Local_CatBoost_w0p10,4.50717607241641
AGC_061,Blend_Local_CatBoost_w0p10,2.917823363274457
AGC_063,Blend_Local_CatBoost_w0p10,4.276482747155385
AGC_065,Blend_Local_CatBoost_w0p10,4.4564844445405525
AGC_071,Blend_Local_CatBoost_w0p10,3.083567817416559
AGC_075,Blend_Local_CatBoost_w0p10,3.0258382813564637
AGC_076,Blend_Local_CatBoost_w0p10,4.435561800674397
AGC_082,Blend_Local_CatBoost_w0p10,4.432353426781717
AGC_085,Blend_Local_CatBoost_w0p10,4.034198400309187
AGC_086,Blend_Local_CatBoost_w0p10,2.994840067346644
AGC_087,Blend_Local_CatBoost_w0p10,2.797174509547598
AGC_088,Blend_Local_CatBoost_w0p10,4.352537147654205
AGC_091,Blend_Local_CatBoost_w0p10,4.531110033227687
AGC_093,Blend_Local_CatBoost_w0p10,3.007932710665834
AGC_094,Blend_Local_CatBoost_w0p10,4.770927620141773
AGC_095,Blend_Local_CatBoost_w0p10,4.595411911499531
AGC_107,Blend_Local_CatBoost_w0p10,4.505671705749268
AGC_113,Blend_Local_CatBoost_w0p10,2.975267333240919
AGC_116,Blend_Local_CatBoost_w0p10,4.414360665635966
AGC_118,Blend_Local_CatBoost_w0p10,3.2637073173626634
AGC_120,Blend_Local_CatBoost_w0p10,3.0439459511296523
AGC_126,Blend_Local_CatBoost_w0p10,4.550250576087517
AGC_128,Blend_Local_CatBoost_w0p10,4.470518798303421
AGC_129,Blend_Local_CatBoost_w0p10,3.4881874859229227
AGC_130,Blend_Local_CatBoost_w0p10,4.54315295355485
AGC_136,Blend_Local_CatBoost_w0p10,4.496196035652802
AGC_142,Blend_Local_CatBoost_w0p10,4.561012636515113
AGC_143,Blend_Local_CatBoost_w0p10,4.494662453414968
AGC_147,Blend_Local_CatBoost_w0p10,2.987756892330579
AGC_149,Blend_Local_CatBoost_w0p10,4.524979239567019
AGC_153,Blend_Local_CatBoost_w0p10,4.141619258079409
AGC_154,Blend_Local_CatBoost_w0p10,4.567687946184962
AGC_156,Blend_Local_CatBoost_w0p10,3.266194624038564
AGC_158,Blend_Local_CatBoost_w0p10,4.173255748146489
AGC_173,Blend_Local_CatBoost_w0p10,3.0590387939364123
AGC_174,Blend_Local_CatBoost_w0p10,4.464632604171142
AGC_175,Blend_Local_CatBoost_w0p10,4.498872397099364
AGC_177,Blend_Local_CatBoost_w0p10,4.2213972616899245
AGC_182,Blend_Local_CatBoost_w0p10,4.468534486371331
AGC_183,Blend_Local_CatBoost_w0p10,2.943752543369258
AGC_186,Blend_Local_CatBoost_w0p10,4.256216348342607
AGC_188,Blend_Local_CatBoost_w0p10,4.50807713100891
AGC_190,Blend_Local_CatBoost_w0p10,4.501164178423231
AGC_191,Blend_Local_CatBoost_w0p10,4.8107222335601705
AGC_192,Blend_Local_CatBoost_w0p10,4.629418192501937
AGC_003,Blend_Local_CatBoost_w0p20,3.5922042100651153
AGC_011,Blend_Local_CatBoost_w0p20,4.701814596191394
AGC_016,Blend_Local_CatBoost_w0p20,4.402744076152296
AGC_025,Blend_Local_CatBoost_w0p20,2.9922370777918483
AGC_027,Blend_Local_CatBoost_w0p20,2.954867927273792
AGC_028,Blend_Local_CatBoost_w0p20,4.7435002523201435
AGC_029,Blend_Local_CatBoost_w0p20,3.089534806979535
AGC_030,Blend_Local_CatBoost_w0p20,3.186518393008809
AGC_031,Blend_Local_CatBoost_w0p20,4.213433698577482
AGC_036,Blend_Local_CatBoost_w0p20,4.360851276380175
AGC_039,Blend_Local_CatBoost_w0p20,2.8755113342736056
AGC_042,Blend_Local_CatBoost_w0p20,3.0448618430671797
AGC_043,Blend_Local_CatBoost_w0p20,4.407820363710638
AGC_050,Blend_Local_CatBoost_w0p20,2.962836256232423
AGC_052,Blend_Local_CatBoost_w0p20,4.501277395841407
AGC_061,Blend_Local_CatBoost_w0p20,2.904672530484219
AGC_063,Blend_Local_CatBoost_w0p20,4.275013531525588
AGC_065,Blend_Local_CatBoost_w0p20,4.455900468947176
AGC_071,Blend_Local_CatBoost_w0p20,3.0784151011146097
AGC_075,Blend_Local_CatBoost_w0p20,3.0219813968869875
AGC_076,Blend_Local_CatBoost_w0p20,4.428308996116526
AGC_082,Blend_Local_CatBoost_w0p20,4.415584665350653
AGC_085,Blend_Local_CatBoost_w0p20,4.0402201157350754
AGC_086,Blend_Local_CatBoost_w0p20,3.019604821279759
AGC_087,Blend_Local_CatBoost_w0p20,2.795730192020188
AGC_088,Blend_Local_CatBoost_w0p20,4.337156989415607
AGC_091,Blend_Local_CatBoost_w0p20,4.538537731534222
AGC_093,Blend_Local_CatBoost_w0p20,2.994440270536864
AGC_094,Blend_Local_CatBoost_w0p20,4.769563765362849
AGC_095,Blend_Local_CatBoost_w0p20,4.57902983406926
AGC_107,Blend_Local_CatBoost_w0p20,4.5153407794090406
AGC_113,Blend_Local_CatBoost_w0p20,2.968145295479663
AGC_116,Blend_Local_CatBoost_w0p20,4.438339490480748
AGC_118,Blend_Local_CatBoost_w0p20,3.2648130859534086
AGC_120,Blend_Local_CatBoost_w0p20,3.1222004805933916
AGC_126,Blend_Local_CatBoost_w0p20,4.521202878774039
AGC_128,Blend_Local_CatBoost_w0p20,4.459809839678892
AGC_129,Blend_Local_CatBoost_w0p20,3.499084101997151
AGC_130,Blend_Local_CatBoost_w0p20,4.526460614027654
AGC_136,Blend_Local_CatBoost_w0p20,4.478952265547989
AGC_142,Blend_Local_CatBoost_w0p20,4.565441851981137
AGC_143,Blend_Local_CatBoost_w0p20,4.457715982288588
AGC_147,Blend_Local_CatBoost_w0p20,3.0132381429401667
AGC_149,Blend_Local_CatBoost_w0p20,4.524060431360047
AGC_153,Blend_Local_CatBoost_w0p20,4.13883894762232
AGC_154,Blend_Local_CatBoost_w0p20,4.569629240091618
AGC_156,Blend_Local_CatBoost_w0p20,3.2361944658173485
AGC_158,Blend_Local_CatBoost_w0p20,4.18397989524437
AGC_173,Blend_Local_CatBoost_w0p20,3.1233258168547637
AGC_174,Blend_Local_CatBoost_w0p20,4.438462147594999
AGC_175,Blend_Local_CatBoost_w0p20,4.486364375541545
AGC_177,Blend_Local_CatBoost_w0p20,4.174297523907394
AGC_182,Blend_Local_CatBoost_w0p20,4.476251405430739
AGC_183,Blend_Local_CatBoost_w0p20,2.94048435251623
AGC_186,Blend_Local_CatBoost_w0p20,4.268415667343875
AGC_188,Blend_Local_CatBoost_w0p20,4.4885993836877285
AGC_190,Blend_Local_CatBoost_w0p20,4.477325534709139
AGC_191,Blend_Local_CatBoost_w0p20,4.819766788175954
AGC_192,Blend_Local_CatBoost_w0p20,4.630301964370445
AGC_003,Blend_Local_CatBoost_w0p30,3.5786970326998597
AGC_011,Blend_Local_CatBoost_w0p30,4.678165348478375
AGC_016,Blend_Local_CatBoost_w0p30,4.356127488108935
AGC_025,Blend_Local_CatBoost_w0p30,3.005715647761404
AGC_027,Blend_Local_CatBoost_w0p30,2.972499418104801
AGC_028,Blend_Local_CatBoost_w0p30,4.735417347999094
AGC_029,Blend_Local_CatBoost_w0p30,3.0755928516955175
AGC_030,Blend_Local_CatBoost_w0p30,3.209128775320228
AGC_031,Blend_Local_CatBoost_w0p30,4.243780850544193
AGC_036,Blend_Local_CatBoost_w0p30,4.3505213546581585
AGC_039,Blend_Local_CatBoost_w0p30,2.8740214638572357
AGC_042,Blend_Local_CatBoost_w0p30,3.0399657468468257
AGC_043,Blend_Local_CatBoost_w0p30,4.418923325404918
AGC_050,Blend_Local_CatBoost_w0p30,2.965493772122171
AGC_052,Blend_Local_CatBoost_w0p30,4.495378719266403
AGC_061,Blend_Local_CatBoost_w0p30,2.891521697693981
AGC_063,Blend_Local_CatBoost_w0p30,4.273544315895791
AGC_065,Blend_Local_CatBoost_w0p30,4.4553164933538
AGC_071,Blend_Local_CatBoost_w0p30,3.0732623848126606
AGC_075,Blend_Local_CatBoost_w0p30,3.0181245124175113
AGC_076,Blend_Local_CatBoost_w0p30,4.4210561915586535
AGC_082,Blend_Local_CatBoost_w0p30,4.398815903919587
AGC_085,Blend_Local_CatBoost_w0p30,4.046241831160963
AGC_086,Blend_Local_CatBoost_w0p30,3.0443695752128734
AGC_087,Blend_Local_CatBoost_w0p30,2.7942858744927777
AGC_088,Blend_Local_CatBoost_w0p30,4.321776831177008
AGC_091,Blend_Local_CatBoost_w0p30,4.5459654298407575
AGC_093,Blend_Local_CatBoost_w0p30,2.9809478304078936
AGC_094,Blend_Local_CatBoost_w0p30,4.768199910583924
AGC_095,Blend_Local_CatBoost_w0p30,4.562647756638987
AGC_107,Blend_Local_CatBoost_w0p30,4.525009853068814
AGC_113,Blend_Local_CatBoost_w0p30,2.9610232577184066
AGC_116,Blend_Local_CatBoost_w0p30,4.462318315325528
AGC_118,Blend_Local_CatBoost_w0p30,3.2659188545441538
AGC_120,Blend_Local_CatBoost_w0p30,3.20045501005713
AGC_126,Blend_Local_CatBoost_w0p30,4.492155181460561
AGC_128,Blend_Local_CatBoost_w0p30,4.449100881054361
AGC_129,Blend_Local_CatBoost_w0p30,3.5099807180713785
AGC_130,Blend_Local_CatBoost_w0p30,4.509768274500457
AGC_136,Blend_Local_CatBoost_w0p30,4.461708495443176
AGC_142,Blend_Local_CatBoost_w0p30,4.56987106744716
AGC_143,Blend_Local_CatBoost_w0p30,4.420769511162207
AGC_147,Blend_Local_CatBoost_w0p30,3.038719393549754
AGC_149,Blend_Local_CatBoost_w0p30,4.523141623153075
AGC_153,Blend_Local_CatBoost_w0p30,4.13605863716523
AGC_154,Blend_Local_CatBoost_w0p30,4.5715705339982735
AGC_156,Blend_Local_CatBoost_w0p30,3.2061943075961334
AGC_158,Blend_Local_CatBoost_w0p30,4.194704042342252
AGC_173,Blend_Local_CatBoost_w0p30,3.187612839773114
AGC_174,Blend_Local_CatBoost_w0p30,4.412291691018853
AGC_175,Blend_Local_CatBoost_w0p30,4.473856353983726
AGC_177,Blend_Local_CatBoost_w0p30,4.127197786124864
AGC_182,Blend_Local_CatBoost_w0p30,4.483968324490148
AGC_183,Blend_Local_CatBoost_w0p30,2.937216161663202
AGC_186,Blend_Local_CatBoost_w0p30,4.280614986345142
AGC_188,Blend_Local_CatBoost_w0p30,4.4691216363665465
AGC_190,Blend_Local_CatBoost_w0p30,4.4534868909950465
AGC_191,Blend_Local_CatBoost_w0p30,4.828811342791736
AGC_192,Blend_Local_CatBoost_w0p30,4.631185736238953
AGC_003,Blend_Graph_CatBoost_w0p10,3.157482251153347
AGC_011,Blend_Graph_CatBoost_w0p10,4.571778566895877
AGC_016,Blend_Graph_CatBoost_w0p10,4.398850612996899
AGC_025,Blend_Graph_CatBoost_w0p10,2.9797375504328745
AGC_027,Blend_Graph_CatBoost_w0p10,3.0210779259469756
AGC_028,Blend_Graph_CatBoost_w0p10,4.550922815979708
AGC_029,Blend_Graph_CatBoost_w0p10,3.0235548050687195
AGC_030,Blend_Graph_CatBoost_w0p10,3.126995541439034
AGC_031,Blend_Graph_CatBoost_w0p10,4.398988980953758
AGC_036,Blend_Graph_CatBoost_w0p10,4.413729904547041
AGC_039,Blend_Graph_CatBoost_w0p10,3.012242553431176
AGC_042,Blend_Graph_CatBoost_w0p10,3.0329752067617703
AGC_043,Blend_Graph_CatBoost_w0p10,4.42108291425968
AGC_050,Blend_Graph_CatBoost_w0p10,3.02983335831666
AGC_052,Blend_Graph_CatBoost_w0p10,4.520685089106843
AGC_061,Blend_Graph_CatBoost_w0p10,2.9870315901415774
AGC_063,Blend_Graph_CatBoost_w0p10,4.37936136702287
AGC_065,Blend_Graph_CatBoost_w0p10,4.393922491378093
AGC_071,Blend_Graph_CatBoost_w0p10,3.0158938248765024
AGC_075,Blend_Graph_CatBoost_w0p10,3.0113277806782914
AGC_076,Blend_Graph_CatBoost_w0p10,4.465909042695095
AGC_082,Blend_Graph_CatBoost_w0p10,4.536027279703054
AGC_085,Blend_Graph_CatBoost_w0p10,4.3843718544530725
AGC_086,Blend_Graph_CatBoost_w0p10,2.9965608092981064
AGC_087,Blend_Graph_CatBoost_w0p10,2.9885806371305863
AGC_088,Blend_Graph_CatBoost_w0p10,4.532047675373847
AGC_091,Blend_Graph_CatBoost_w0p10,4.49681084610855
AGC_093,Blend_Graph_CatBoost_w0p10,3.0007998555581716
AGC_094,Blend_Graph_CatBoost_w0p10,4.59857017457667
AGC_095,Blend_Graph_CatBoost_w0p10,4.495687167694256
AGC_107,Blend_Graph_CatBoost_w0p10,4.566593979346848
AGC_113,Blend_Graph_CatBoost_w0p10,3.0246773979326234
AGC_116,Blend_Graph_CatBoost_w0p10,4.433872077554709
AGC_118,Blend_Graph_CatBoost_w0p10,3.1205494294967884
AGC_120,Blend_Graph_CatBoost_w0p10,3.0801860855984953
AGC_126,Blend_Graph_CatBoost_w0p10,4.54577393879467
AGC_128,Blend_Graph_CatBoost_w0p10,4.545232239011941
AGC_129,Blend_Graph_CatBoost_w0p10,3.1597311592924626
AGC_130,Blend_Graph_CatBoost_w0p10,4.514962432287338
AGC_136,Blend_Graph_CatBoost_w0p10,4.420071835524301
AGC_142,Blend_Graph_CatBoost_w0p10,4.573406761310482
AGC_143,Blend_Graph_CatBoost_w0p10,4.374913009432498
AGC_147,Blend_Graph_CatBoost_w0p10,3.0480239675730236
AGC_149,Blend_Graph_CatBoost_w0p10,4.527231453547546
AGC_153,Blend_Graph_CatBoost_w0p10,4.364984512492274
AGC_154,Blend_Graph_CatBoost_w0p10,4.495322597739797
AGC_156,Blend_Graph_CatBoost_w0p10,3.116926891828429
AGC_158,Blend_Graph_CatBoost_w0p10,4.3747534593653095
AGC_173,Blend_Graph_CatBoost_w0p10,3.086608252839849
AGC_174,Blend_Graph_CatBoost_w0p10,4.390480853751613
AGC_175,Blend_Graph_CatBoost_w0p10,4.465955731429273
AGC_177,Blend_Graph_CatBoost_w0p10,4.3562527077929705
AGC_182,Blend_Graph_CatBoost_w0p10,4.453387262132967
AGC_183,Blend_Graph_CatBoost_w0p10,3.0008696446255043
AGC_186,Blend_Graph_CatBoost_w0p10,4.394407865606513
AGC_188,Blend_Graph_CatBoost_w0p10,4.459096115773242
AGC_190,Blend_Graph_CatBoost_w0p10,4.541923390631027
AGC_191,Blend_Graph_CatBoost_w0p10,4.592453981328325
AGC_192,Blend_Graph_CatBoost_w0p10,4.533877370337707
AGC_003,Blend_Graph_CatBoost_w0p20,3.1937783111522053
