ID_POLIGONO,method,predicted
AGC_173,CatBoost_C1,3.6500706490396753
AGC_174,CatBoost_C1,4.268449385773291
AGC_175,CatBoost_C1,4.385186396511457
AGC_177,CatBoost_C1,3.9722800600013257
AGC_182,CatBoost_C1,4.557756154978484
AGC_183,CatBoost_C1,2.953254442249674
AGC_186,CatBoost_C1,4.360357382903778
AGC_188,CatBoost_C1,4.432231374628856
AGC_190,CatBoost_C1,4.313839790539169
AGC_191,CatBoost_C1,4.871327310385987
AGC_192,CatBoost_C1,4.637511124668449
AGC_003,ExtraTrees_C1,3.5532347123015877
AGC_011,ExtraTrees_C1,4.663308253968251
AGC_016,ExtraTrees_C1,4.312761527777781
AGC_025,ExtraTrees_C1,3.1002623313492035
AGC_027,ExtraTrees_C1,3.143625327380951
AGC_028,ExtraTrees_C1,4.552662807539684
AGC_029,ExtraTrees_C1,3.0082174801587276
AGC_030,ExtraTrees_C1,3.2420322222222246
AGC_031,ExtraTrees_C1,4.38290558531746
AGC_036,ExtraTrees_C1,4.370250664682541
AGC_039,ExtraTrees_C1,2.9572167658730155
AGC_042,ExtraTrees_C1,3.0638579861111093
AGC_043,ExtraTrees_C1,4.345293591269842
AGC_050,ExtraTrees_C1,3.0081437003968237
AGC_052,ExtraTrees_C1,4.335307390873016
AGC_061,ExtraTrees_C1,2.9595019246031735
AGC_063,ExtraTrees_C1,4.333129325396827
AGC_065,ExtraTrees_C1,4.399526388888891
AGC_071,ExtraTrees_C1,2.973887579365077
AGC_075,ExtraTrees_C1,2.9723661904761856
AGC_076,ExtraTrees_C1,4.273224365079367
AGC_082,ExtraTrees_C1,4.11934390873016
AGC_085,ExtraTrees_C1,4.2076047718253955
AGC_086,ExtraTrees_C1,3.2209567162698396
AGC_087,ExtraTrees_C1,2.835679761904761
AGC_088,ExtraTrees_C1,4.312522529761908
AGC_091,ExtraTrees_C1,4.5782935615079365
AGC_093,ExtraTrees_C1,2.9084906150793612
AGC_094,ExtraTrees_C1,4.794476875
AGC_095,ExtraTrees_C1,4.45158407738095
AGC_107,ExtraTrees_C1,4.513702966269845
AGC_113,ExtraTrees_C1,3.0167494742063474
AGC_116,ExtraTrees_C1,4.29235630952381
AGC_118,ExtraTrees_C1,3.227187251984127
AGC_120,ExtraTrees_C1,3.4251350694444436
AGC_126,ExtraTrees_C1,4.4546259821428595
AGC_128,ExtraTrees_C1,4.386299533730164
AGC_129,ExtraTrees_C1,3.448385902777778
AGC_130,ExtraTrees_C1,4.4440026091269855
AGC_136,ExtraTrees_C1,4.3830720535714285
AGC_142,ExtraTrees_C1,4.7918099107142895
AGC_143,ExtraTrees_C1,4.39479563492064
AGC_147,ExtraTrees_C1,3.12060380952381
AGC_149,ExtraTrees_C1,4.4206657936507945
AGC_153,ExtraTrees_C1,4.267937787698414
AGC_154,ExtraTrees_C1,4.469757142857145
AGC_156,ExtraTrees_C1,3.186392748015873
AGC_158,ExtraTrees_C1,4.332279603174602
AGC_173,ExtraTrees_C1,3.479234057539679
AGC_174,ExtraTrees_C1,3.812313551587301
AGC_175,ExtraTrees_C1,4.5145885912698445
AGC_177,ExtraTrees_C1,4.210411914682539
AGC_182,ExtraTrees_C1,4.332600287698411
AGC_183,ExtraTrees_C1,2.861786150793647
AGC_186,ExtraTrees_C1,4.3629793551587355
AGC_188,ExtraTrees_C1,4.461481279761907
AGC_190,ExtraTrees_C1,4.260295853174603
AGC_191,ExtraTrees_C1,4.908832053571426
AGC_192,ExtraTrees_C1,4.697672083333331
AGC_003,Local04D,3.6192185647956245
AGC_011,Local04D,4.749113091617427
AGC_016,Local04D,4.495977252239017
AGC_025,Local04D,2.9652799378527375
AGC_027,Local04D,2.919604945611774
AGC_028,Local04D,4.75966606096224
AGC_029,Local04D,3.117418717547569
AGC_030,Local04D,3.1412976283859706
AGC_031,Local04D,4.152739394644058
AGC_036,Local04D,4.381511119824207
AGC_039,Local04D,2.8784910751063437
AGC_042,Local04D,3.054654035507886
AGC_043,Local04D,4.385614440322078
AGC_050,Local04D,2.9575212244529263
AGC_052,Local04D,4.513074748991413
AGC_061,Local04D,2.930974196064695
AGC_063,Local04D,4.277951962785182
AGC_065,Local04D,4.457068420133928
AGC_071,Local04D,3.0887205337185084
AGC_075,Local04D,3.029695165825939
AGC_076,Local04D,4.442814605232269
AGC_082,Local04D,4.449122188212781
AGC_085,Local04D,4.028176684883299
AGC_086,Local04D,2.9700753134135294
AGC_087,Local04D,2.798618827075008
AGC_088,Local04D,4.367917305892804
AGC_091,Local04D,4.523682334921152
AGC_093,Local04D,3.021425150794804
AGC_094,Local04D,4.7722914749206975
AGC_095,Local04D,4.611793988929803
AGC_107,Local04D,4.496002632089494
AGC_113,Local04D,2.982389371002175
AGC_116,Local04D,4.390381840791185
AGC_118,Local04D,3.2626015487719178
AGC_120,Local04D,2.965691421665913
AGC_126,Local04D,4.579298273400996
AGC_128,Local04D,4.481227756927951
AGC_129,Local04D,3.4772908698486944
AGC_130,Local04D,4.559845293082046
AGC_136,Local04D,4.513439805757615
AGC_142,Local04D,4.556583421049089
AGC_143,Local04D,4.531608924541349
AGC_147,Local04D,2.9622756417209914
AGC_149,Local04D,4.525898047773991
AGC_153,Local04D,4.144399568536498
AGC_154,Local04D,4.565746652278305
AGC_156,Local04D,3.2961947822597786
AGC_158,Local04D,4.162531601048607
AGC_173,Local04D,2.994751771018062
AGC_174,Local04D,4.490803060747287
AGC_175,Local04D,4.511380418657182
AGC_177,Local04D,4.268496999472454
AGC_182,Local04D,4.4608175673119215
AGC_183,Local04D,2.9470207342222854
AGC_186,Local04D,4.2440170293413395
AGC_188,Local04D,4.527554878330091
AGC_190,Local04D,4.525002822137322
AGC_191,Local04D,4.801677678944387
AGC_192,Local04D,4.628534420633429
AGC_003,Graph04D,3.121186191154488
AGC_011,Graph04D,4.578351672719057
AGC_016,Graph04D,4.439854973129286
AGC_025,Graph04D,2.9663677629756053
AGC_027,Graph04D,3.0127621561719873
AGC_028,Graph04D,4.536710126893925
AGC_029,Graph04D,3.0286165428866436
AGC_030,Graph04D,3.100283773654464
AGC_031,Graph04D,4.39263098835849
AGC_036,Graph04D,4.4287874603184845
AGC_039,Graph04D,3.0287592403743453
AGC_042,Graph04D,3.0360065549237056
AGC_043,Graph04D,4.412687231703546
AGC_050,Graph04D,3.0349152444240213
AGC_052,Graph04D,4.528084767536339
AGC_061,Graph04D,3.007872225917051
AGC_063,Graph04D,4.392261540415721
AGC_065,Graph04D,4.387555138842306
AGC_071,Graph04D,3.0135272086740015
AGC_075,Graph04D,3.0135723872946367
AGC_076,Graph04D,4.476533763033045
AGC_082,Graph04D,4.564315358125379
AGC_085,Graph04D,4.417258300598728
AGC_086,Graph04D,2.971987248915154
AGC_087,Graph04D,3.0112923021672175
AGC_088,Graph04D,4.567373447803517
AGC_091,Graph04D,4.485572127010999
AGC_093,Graph04D,3.013499756230735
AGC_094,Graph04D,4.580783202070583
AGC_095,Graph04D,4.500988718035053
AGC_107,Graph04D,4.5636940471979175
AGC_113,Graph04D,3.0372894428818467
AGC_116,Graph04D,4.412061187367566
AGC_118,Graph04D,3.103537228920946
AGC_120,Graph04D,3.005958237742405
AGC_126,Graph04D,4.574324231964499
AGC_128,Graph04D,4.564242691048529
AGC_129,Graph04D,3.1123393958148498
AGC_130,Graph04D,4.528522491673699
AGC_136,Graph04D,4.428857361170392
AGC_142,Graph04D,4.57035467082172
AGC_143,Graph04D,4.398553986783048
AGC_147,Graph04D,3.0292390586570406
AGC_149,Graph04D,4.5284005077523535
AGC_153,Graph04D,4.3925831845507926
AGC_154,Graph04D,4.485340709561456
AGC_156,Graph04D,3.1303417464707404
AGC_158,Graph04D,4.3864179468472955
AGC_173,Graph04D,3.025384503132991
AGC_174,Graph04D,4.408412226947809
AGC_175,Graph04D,4.474806345690414
AGC_177,Graph04D,4.418336384031395
AGC_182,Graph04D,4.443987318158184
AGC_183,Graph04D,3.0104841800625595
AGC_186,Graph04D,4.397563159634569
AGC_188,Graph04D,4.4731315280682376
AGC_190,Graph04D,4.57029083570154
AGC_191,Graph04D,4.5591573986867795
AGC_192,Graph04D,4.522377951562062
AGC_003,E13_PLS_CatBoost,3.714275342302547
AGC_011,E13_PLS_CatBoost,4.548424110892411
AGC_016,E13_PLS_CatBoost,4.321284937604642
AGC_025,E13_PLS_CatBoost,3.0634298883733106
AGC_027,E13_PLS_CatBoost,3.1291690910330106
AGC_028,E13_PLS_CatBoost,4.8943309516079925
AGC_029,E13_PLS_CatBoost,2.511635332992036
AGC_030,E13_PLS_CatBoost,3.243843802813358
AGC_031,E13_PLS_CatBoost,4.589472713975475
AGC_036,E13_PLS_CatBoost,4.491640086181658
AGC_039,E13_PLS_CatBoost,2.9775586631179154
AGC_042,E13_PLS_CatBoost,3.0847924939094935
AGC_043,E13_PLS_CatBoost,4.468638964713266
AGC_050,E13_PLS_CatBoost,3.0887607681912277
AGC_052,E13_PLS_CatBoost,4.308766972384631
AGC_061,E13_PLS_CatBoost,2.9959686095527847
AGC_063,E13_PLS_CatBoost,4.152012201892446
AGC_065,E13_PLS_CatBoost,4.150225981381228
AGC_071,E13_PLS_CatBoost,3.0825605347755465
AGC_075,E13_PLS_CatBoost,3.1574152345951445
AGC_076,E13_PLS_CatBoost,4.456304992406611
AGC_082,E13_PLS_CatBoost,4.3061878667268925
AGC_085,E13_PLS_CatBoost,4.1835026974217175
AGC_086,E13_PLS_CatBoost,3.0202832323785493
AGC_087,E13_PLS_CatBoost,2.789009195320973
AGC_088,E13_PLS_CatBoost,4.420852798005807
AGC_091,E13_PLS_CatBoost,4.683665730294467
AGC_093,E13_PLS_CatBoost,3.174702776956199
AGC_094,E13_PLS_CatBoost,4.71393832016898
AGC_095,E13_PLS_CatBoost,4.66329226003258
AGC_107,E13_PLS_CatBoost,4.343999676400296
AGC_113,E13_PLS_CatBoost,2.864062902881143
AGC_116,E13_PLS_CatBoost,4.413866395703115
AGC_118,E13_PLS_CatBoost,3.3917675964387852
AGC_120,E13_PLS_CatBoost,3.5644068419214996
AGC_126,E13_PLS_CatBoost,4.335861923440479
AGC_128,E13_PLS_CatBoost,4.2483582061251965
AGC_129,E13_PLS_CatBoost,3.586807337205359
AGC_130,E13_PLS_CatBoost,4.301988281041334
AGC_136,E13_PLS_CatBoost,4.460386973569516
AGC_142,E13_PLS_CatBoost,4.714152740425041
AGC_143,E13_PLS_CatBoost,4.311329786864854
AGC_147,E13_PLS_CatBoost,3.080910397336246
AGC_149,E13_PLS_CatBoost,4.359485288509481
AGC_153,E13_PLS_CatBoost,4.294684733306445
AGC_154,E13_PLS_CatBoost,4.645116116223203
AGC_156,E13_PLS_CatBoost,3.044675536297846
AGC_158,E13_PLS_CatBoost,4.126373826211891
AGC_173,E13_PLS_CatBoost,3.049433223285137
AGC_174,E13_PLS_CatBoost,4.23109774596942
AGC_175,E13_PLS_CatBoost,4.715213042940656
AGC_177,E13_PLS_CatBoost,4.105051121185459
AGC_182,E13_PLS_CatBoost,4.502774328562691
AGC_183,E13_PLS_CatBoost,2.732795983252627
AGC_186,E13_PLS_CatBoost,4.2728370196880086
AGC_188,E13_PLS_CatBoost,4.683253885741893
AGC_190,E13_PLS_CatBoost,4.37007033821115
AGC_191,E13_PLS_CatBoost,4.992916593019084
AGC_192,E13_PLS_CatBoost,4.666424571630804
AGC_003,E123_PLS_Ridge_CatBoost,3.809365549116651
AGC_011,E123_PLS_Ridge_CatBoost,4.571284184311973
AGC_016,E123_PLS_Ridge_CatBoost,4.37304411059151
AGC_025,E123_PLS_Ridge_CatBoost,3.0718027033188244
AGC_027,E123_PLS_Ridge_CatBoost,3.141213102172412
AGC_028,E123_PLS_Ridge_CatBoost,4.921944711856901
AGC_029,E123_PLS_Ridge_CatBoost,2.3478465307863923
AGC_030,E123_PLS_Ridge_CatBoost,3.28526857773465
AGC_031,E123_PLS_Ridge_CatBoost,4.556386941581466
AGC_036,E123_PLS_Ridge_CatBoost,4.50765659456428
AGC_039,E123_PLS_Ridge_CatBoost,2.9739709041112796
AGC_042,E123_PLS_Ridge_CatBoost,3.134759830982801
AGC_043,E123_PLS_Ridge_CatBoost,4.485102212655385
AGC_050,E123_PLS_Ridge_CatBoost,3.075538429082932
AGC_052,E123_PLS_Ridge_CatBoost,4.299035105786879
AGC_061,E123_PLS_Ridge_CatBoost,2.9885369367001657
AGC_063,E123_PLS_Ridge_CatBoost,4.160131612056745
AGC_065,E123_PLS_Ridge_CatBoost,4.119236147045112
AGC_071,E123_PLS_Ridge_CatBoost,3.1067210889892793
AGC_075,E123_PLS_Ridge_CatBoost,3.1863745037006095
AGC_076,E123_PLS_Ridge_CatBoost,4.461900678633972
AGC_082,E123_PLS_Ridge_CatBoost,4.256450607418392
AGC_085,E123_PLS_Ridge_CatBoost,4.174341709179807
AGC_086,E123_PLS_Ridge_CatBoost,2.9958932232020388
AGC_087,E123_PLS_Ridge_CatBoost,2.8020663873045524
AGC_088,E123_PLS_Ridge_CatBoost,4.380203004895781
AGC_091,E123_PLS_Ridge_CatBoost,4.682666570868933
AGC_093,E123_PLS_Ridge_CatBoost,3.2048215160503446
AGC_094,E123_PLS_Ridge_CatBoost,4.714081114999957
AGC_095,E123_PLS_Ridge_CatBoost,4.685132551046499
AGC_107,E123_PLS_Ridge_CatBoost,4.316225406565914
AGC_113,E123_PLS_Ridge_CatBoost,2.92347145517419
AGC_116,E123_PLS_Ridge_CatBoost,4.389110233393227
AGC_118,E123_PLS_Ridge_CatBoost,3.4387491038297004
AGC_120,E123_PLS_Ridge_CatBoost,3.538273969066141
AGC_126,E123_PLS_Ridge_CatBoost,4.320632541791364
AGC_128,E123_PLS_Ridge_CatBoost,4.242325887140825
AGC_129,E123_PLS_Ridge_CatBoost,3.6017394527770192
AGC_130,E123_PLS_Ridge_CatBoost,4.295887328537962
AGC_136,E123_PLS_Ridge_CatBoost,4.457282403784702
AGC_142,E123_PLS_Ridge_CatBoost,4.6471133280758155
AGC_143,E123_PLS_Ridge_CatBoost,4.392523640145291
AGC_147,E123_PLS_Ridge_CatBoost,2.981639539682696
AGC_149,E123_PLS_Ridge_CatBoost,4.350754939723075
AGC_153,E123_PLS_Ridge_CatBoost,4.289900885213157
AGC_154,E123_PLS_Ridge_CatBoost,4.707974751024475
AGC_156,E123_PLS_Ridge_CatBoost,3.132342140497427
AGC_158,E123_PLS_Ridge_CatBoost,4.0717468542474355
AGC_173,E123_PLS_Ridge_CatBoost,2.869705673040655
AGC_174,E123_PLS_Ridge_CatBoost,4.225439678769021
AGC_175,E123_PLS_Ridge_CatBoost,4.743319365028269
AGC_177,E123_PLS_Ridge_CatBoost,4.109128401884639
AGC_182,E123_PLS_Ridge_CatBoost,4.4455015839925265
AGC_183,E123_PLS_Ridge_CatBoost,2.6799457402680904
AGC_186,E123_PLS_Ridge_CatBoost,4.249048147489659
AGC_188,E123_PLS_Ridge_CatBoost,4.704574136418724
AGC_190,E123_PLS_Ridge_CatBoost,4.328849769613118
AGC_191,E123_PLS_Ridge_CatBoost,4.999872824338709
AGC_192,E123_PLS_Ridge_CatBoost,4.691351717384969
AGC_003,LocalE13_w0p10,3.628724242546317
AGC_011,LocalE13_w0p10,4.729044193544925
AGC_016,LocalE13_w0p10,4.47850802077558
AGC_025,LocalE13_w0p10,2.9750949329047947
AGC_027,LocalE13_w0p10,2.9405613601538976
AGC_028,LocalE13_w0p10,4.773132550026816
AGC_029,LocalE13_w0p10,3.056840379092016
AGC_030,LocalE13_w0p10,3.1515522458287095
AGC_031,LocalE13_w0p10,4.1964127265772
AGC_036,LocalE13_w0p10,4.392524016459952
AGC_039,LocalE13_w0p10,2.888397833907501
AGC_042,LocalE13_w0p10,3.057667881348047
AGC_043,LocalE13_w0p10,4.3939168927611965
AGC_050,LocalE13_w0p10,2.9706451788267567
AGC_052,LocalE13_w0p10,4.492643971330735
AGC_061,LocalE13_w0p10,2.937473637413504
AGC_063,LocalE13_w0p10,4.265357986695909
AGC_065,LocalE13_w0p10,4.426384176258658
AGC_071,LocalE13_w0p10,3.088104533824212
AGC_075,LocalE13_w0p10,3.04246717270286
AGC_076,LocalE13_w0p10,4.444163643949703
AGC_082,LocalE13_w0p10,4.434828756064193
AGC_085,LocalE13_w0p10,4.04370928613714
AGC_086,LocalE13_w0p10,2.9750961053100315
AGC_087,LocalE13_w0p10,2.7976578638996044
AGC_088,LocalE13_w0p10,4.373210855104104
AGC_091,LocalE13_w0p10,4.5396806744584834
AGC_093,LocalE13_w0p10,3.0367529134109437
AGC_094,LocalE13_w0p10,4.766456159445526
AGC_095,LocalE13_w0p10,4.616943816040081
AGC_107,LocalE13_w0p10,4.480802336520575
AGC_113,LocalE13_w0p10,2.970556724190072
AGC_116,LocalE13_w0p10,4.392730296282378
AGC_118,LocalE13_w0p10,3.275518153538605
AGC_120,LocalE13_w0p10,3.025562963691472
AGC_126,LocalE13_w0p10,4.554954638404944
AGC_128,LocalE13_w0p10,4.457940801847676
AGC_129,LocalE13_w0p10,3.488242516584361
AGC_130,LocalE13_w0p10,4.534059591877975
AGC_136,LocalE13_w0p10,4.508134522538805
AGC_142,LocalE13_w0p10,4.572340352986684
AGC_143,LocalE13_w0p10,4.509581010773699
AGC_147,LocalE13_w0p10,2.9741391172825167
AGC_149,LocalE13_w0p10,4.509256771847539
AGC_153,LocalE13_w0p10,4.159428085013492
AGC_154,LocalE13_w0p10,4.573683598672796
AGC_156,LocalE13_w0p10,3.2710428576635855
AGC_158,LocalE13_w0p10,4.158915823564936
AGC_173,LocalE13_w0p10,3.0002199162447694
AGC_174,LocalE13_w0p10,4.464832529269501
AGC_175,LocalE13_w0p10,4.531763681085529
AGC_177,LocalE13_w0p10,4.252152411643754
AGC_182,LocalE13_w0p10,4.4650132434369985
AGC_183,LocalE13_w0p10,2.92559825912532
AGC_186,LocalE13_w0p10,4.246899028376006
AGC_188,LocalE13_w0p10,4.54312477907127
AGC_190,LocalE13_w0p10,4.5095095737447055
AGC_191,LocalE13_w0p10,4.820801570351857
AGC_192,LocalE13_w0p10,4.632323435733166
AGC_003,LocalE13_w0p20,3.638229920297009
AGC_011,LocalE13_w0p20,4.708975295472424
AGC_016,LocalE13_w0p20,4.461038789312142
AGC_025,LocalE13_w0p20,2.9849099279568523
AGC_027,LocalE13_w0p20,2.9615177746960213
AGC_028,LocalE13_w0p20,4.78659903909139
AGC_029,LocalE13_w0p20,2.996262040636463
AGC_030,LocalE13_w0p20,3.161806863271448
AGC_031,LocalE13_w0p20,4.240086058510341
AGC_036,LocalE13_w0p20,4.403536913095698
AGC_039,LocalE13_w0p20,2.898304592708658
AGC_042,LocalE13_w0p20,3.060681727188208
AGC_043,LocalE13_w0p20,4.402219345200316
AGC_050,LocalE13_w0p20,2.9837691332005867
AGC_052,LocalE13_w0p20,4.472213193670057
AGC_061,LocalE13_w0p20,2.943973078762313
AGC_063,LocalE13_w0p20,4.252764010606636
AGC_065,LocalE13_w0p20,4.395699932383389
AGC_071,LocalE13_w0p20,3.0874885339299163
AGC_075,LocalE13_w0p20,3.05523917957978
AGC_076,LocalE13_w0p20,4.445512682667138
AGC_082,LocalE13_w0p20,4.420535323915604
AGC_085,LocalE13_w0p20,4.059241887390983
AGC_086,LocalE13_w0p20,2.9801168972065333
AGC_087,LocalE13_w0p20,2.796696900724201
AGC_088,LocalE13_w0p20,4.378504404315405
AGC_091,LocalE13_w0p20,4.555679013995816
AGC_093,LocalE13_w0p20,3.0520806760270833
AGC_094,LocalE13_w0p20,4.760620843970354
AGC_095,LocalE13_w0p20,4.622093643150359
AGC_107,LocalE13_w0p20,4.465602040951655
AGC_113,LocalE13_w0p20,2.958724077377969
AGC_116,LocalE13_w0p20,4.395078751773571
AGC_118,LocalE13_w0p20,3.2884347583052915
AGC_120,LocalE13_w0p20,3.0854345057170303
AGC_126,LocalE13_w0p20,4.530611003408892
AGC_128,LocalE13_w0p20,4.4346538467674
AGC_129,LocalE13_w0p20,3.499194163320028
AGC_130,LocalE13_w0p20,4.5082738906739035
AGC_136,LocalE13_w0p20,4.502829239319995
AGC_142,LocalE13_w0p20,4.588097284924279
AGC_143,LocalE13_w0p20,4.4875530970060495
AGC_147,LocalE13_w0p20,2.9860025928440423
AGC_149,LocalE13_w0p20,4.492615495921089
AGC_153,LocalE13_w0p20,4.174456601490488
AGC_154,LocalE13_w0p20,4.581620545067285
AGC_156,LocalE13_w0p20,3.2458909330673924
