variable,anio,mes,archivo,filas,columnas,resolucion_grados,crs,unidad,nodata,min_region,max_region,media_region
Tmax,2025,9,Tmax/2025/Tmax_2025_09.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,19.438180923461914,34.3541145324707,26.92689521897272
Tmax,2025,10,Tmax/2025/Tmax_2025_10.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,18.667491912841797,32.20774459838867,26.061166641050686
Tmax,2025,11,Tmax/2025/Tmax_2025_11.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,20.31675910949707,31.073936462402344,25.87179977249426
Tmax,2025,12,Tmax/2025/Tmax_2025_12.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,19.32355308532715,30.292694091796875,24.266388369910334
Tmin,2022,1,Tmin/2022/Tmin_2022_01.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,5.647283554077148,21.16103172302246,11.354048940538025
Tmin,2022,2,Tmin/2022/Tmin_2022_02.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,6.13720703125,18.526161193847656,11.311000530733649
Tmin,2022,3,Tmin/2022/Tmin_2022_03.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,6.620813369750977,22.07335090637207,13.070160399419425
Tmin,2022,4,Tmin/2022/Tmin_2022_04.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,9.565277099609375,27.80475616455078,16.822412223251664
Tmin,2022,5,Tmin/2022/Tmin_2022_05.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,10.33769416809082,30.89741325378418,17.487444364666565
Tmin,2022,6,Tmin/2022/Tmin_2022_06.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,10.320561408996582,31.13193702697754,17.554463998237996
Tmin,2022,7,Tmin/2022/Tmin_2022_07.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,8.858475685119629,32.87114715576172,17.280404778672462
Tmin,2022,8,Tmin/2022/Tmin_2022_08.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,8.655908584594727,32.440086364746094,17.419614434723147
Tmin,2022,9,Tmin/2022/Tmin_2022_09.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,9.019598960876465,29.435312271118164,17.078774224798117
Tmin,2022,10,Tmin/2022/Tmin_2022_10.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,8.275641441345215,27.241052627563477,15.738911253408913
Tmin,2022,11,Tmin/2022/Tmin_2022_11.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,7.430259704589844,24.9537296295166,14.361025240430914
Tmin,2022,12,Tmin/2022/Tmin_2022_12.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,5.483502388000488,21.831649780273438,11.418437684613565
Tmin,2023,1,Tmin/2023/Tmin_2023_01.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,4.773643493652344,23.991819381713867,11.305245443931453
Tmin,2023,2,Tmin/2023/Tmin_2023_02.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,6.282754898071289,22.14029884338379,11.823006881506974
Tmin,2023,3,Tmin/2023/Tmin_2023_03.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,7.248075485229492,26.235807418823242,14.585052899745802
Tmin,2023,4,Tmin/2023/Tmin_2023_04.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,9.153846740722656,27.338953018188477,16.395004738397738
Tmin,2023,5,Tmin/2023/Tmin_2023_05.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,9.890593528747559,29.52237319946289,17.193964699788353
Tmin,2023,6,Tmin/2023/Tmin_2023_06.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,10.559864044189453,33.944026947021484,18.76801390072948
Tmin,2023,7,Tmin/2023/Tmin_2023_07.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,9.37317943572998,33.41684341430664,17.930500043127793
Tmin,2023,8,Tmin/2023/Tmin_2023_08.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,9.334799766540527,32.9695930480957,18.021756866596995
Tmin,2023,9,Tmin/2023/Tmin_2023_09.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,8.473006248474121,33.53577423095703,16.864092373516677
Tmin,2023,10,Tmin/2023/Tmin_2023_10.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,8.893019676208496,29.13446044921875,16.57979679983969
Tmin,2023,11,Tmin/2023/Tmin_2023_11.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,7.7832536697387695,24.001482009887695,14.325766729913127
Tmin,2023,12,Tmin/2023/Tmin_2023_12.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,6.977176666259766,22.386205673217773,12.507207204920462
Tmin,2024,1,Tmin/2024/Tmin_2024_01.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,5.8695220947265625,21.94206428527832,12.22008916798433
Tmin,2024,2,Tmin/2024/Tmin_2024_02.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,6.416133880615234,23.285356521606445,12.268669256871188
Tmin,2024,3,Tmin/2024/Tmin_2024_03.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,7.036628723144531,26.814699172973633,14.93969416906886
Tmin,2024,4,Tmin/2024/Tmin_2024_04.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,9.913568496704102,28.312076568603516,17.2173481442799
Tmin,2024,5,Tmin/2024/Tmin_2024_05.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,12.228080749511719,33.49641418457031,19.883182713505615
Tmin,2024,6,Tmin/2024/Tmin_2024_06.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,11.824477195739746,33.90478515625,19.465926417637597
Tmin,2024,7,Tmin/2024/Tmin_2024_07.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,10.08836841583252,32.3101806640625,18.46449984311523
Tmin,2024,8,Tmin/2024/Tmin_2024_08.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,9.505182266235352,32.587867736816406,17.94026476468061
Tmin,2024,9,Tmin/2024/Tmin_2024_09.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,10.507153511047363,31.828739166259766,18.482550811040888
Tmin,2024,10,Tmin/2024/Tmin_2024_10.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,7.59010124206543,28.128681182861328,15.80676980961176
Tmin,2024,11,Tmin/2024/Tmin_2024_11.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,5.843327522277832,28.420055389404297,13.775049669974484
Tmin,2024,12,Tmin/2024/Tmin_2024_12.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,5.470087051391602,24.220321655273438,11.468089701081006
Tmin,2025,1,Tmin/2025/Tmin_2025_01.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,6.2958879470825195,19.725605010986328,11.379550263786573
Tmin,2025,2,Tmin/2025/Tmin_2025_02.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,7.722988128662109,22.977659225463867,13.612871645812442
Tmin,2025,3,Tmin/2025/Tmin_2025_03.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,7.439922332763672,26.074254989624023,14.496041196817135
Tmin,2025,4,Tmin/2025/Tmin_2025_04.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,8.469064712524414,27.139381408691406,15.306032554390503
Tmin,2025,5,Tmin/2025/Tmin_2025_05.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,11.600613594055176,31.09444808959961,18.204757835340306
Tmin,2025,6,Tmin/2025/Tmin_2025_06.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,11.523407936096191,31.796327590942383,18.83601891989133
Tmin,2025,7,Tmin/2025/Tmin_2025_07.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,8.713540077209473,31.9111385345459,17.302522474209432
Tmin,2025,8,Tmin/2025/Tmin_2025_08.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,8.70114517211914,32.53594207763672,17.437289824671726
Tmin,2025,9,Tmin/2025/Tmin_2025_09.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,9.654332160949707,30.925256729125977,17.710231863292865
Tmin,2025,10,Tmin/2025/Tmin_2025_10.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,7.525481224060059,29.054405212402344,15.83754639110454
Tmin,2025,11,Tmin/2025/Tmin_2025_11.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,5.11345100402832,27.103084564208984,12.975564929734746
Tmin,2025,12,Tmin/2025/Tmin_2025_12.tif,72,65,0.05000000074505806,EPSG:4326,°C,-9999.0,7.284008979797363,24.10385513305664,12.994336807690411
