ID_POLIGONO,CONJUNTO,adversarial_oof_target_probability,adversarial_full_target_probability
AGC_062,ENTRENAMIENTO,0.4868075819262173,0.4407204262613814
AGC_063,PREDICCION,0.4244190043690446,0.5092307449561889
AGC_064,ENTRENAMIENTO,0.9179824963310615,0.7999721705993617
AGC_065,PREDICCION,0.412417891981446,0.6499136867760971
AGC_066,ENTRENAMIENTO,0.45460776927645064,0.2416331008405917
AGC_067,ENTRENAMIENTO,0.11684172165943538,0.14877337851750702
AGC_068,ENTRENAMIENTO,0.21411456326231845,0.25929545961921574
AGC_069,ENTRENAMIENTO,0.17476591354691665,0.14478043552443073
AGC_070,ENTRENAMIENTO,0.4930991269898129,0.5098517799693726
AGC_071,PREDICCION,0.531260695295756,0.5301573032629935
AGC_072,ENTRENAMIENTO,0.14858500609567074,0.16468885333852692
AGC_073,ENTRENAMIENTO,0.4878036659079608,0.4183323035812344
AGC_074,ENTRENAMIENTO,0.361232974542905,0.30409379943456616
AGC_075,PREDICCION,0.5449991005668358,0.5631882089177005
AGC_076,PREDICCION,0.6824406007540122,0.6862763560109004
AGC_077,ENTRENAMIENTO,0.471345721626963,0.3625802932377412
AGC_078,ENTRENAMIENTO,0.5195825863645278,0.4291626941907852
AGC_079,ENTRENAMIENTO,0.49093240594704923,0.5447465604394846
AGC_080,ENTRENAMIENTO,0.48828011054362774,0.35883897147454275
AGC_081,ENTRENAMIENTO,0.7547745014620316,0.6399263330266308
AGC_082,PREDICCION,0.5890294728416869,0.5704451165204527
AGC_083,ENTRENAMIENTO,0.5608458325943118,0.4795823573722668
AGC_084,ENTRENAMIENTO,0.4935748614476224,0.5622368199155795
AGC_085,PREDICCION,0.7951292282446653,0.7812559521920185
AGC_086,PREDICCION,0.17992501399790972,0.32495859820219136
AGC_087,PREDICCION,0.5500973858611304,0.6323017564687645
AGC_088,PREDICCION,0.17700126493673862,0.3111190240816944
AGC_089,ENTRENAMIENTO,0.5384585785233169,0.4624179748925747
AGC_090,ENTRENAMIENTO,0.5720620032491136,0.5247369189945331
AGC_091,PREDICCION,0.34355119662823314,0.4166079616176154
AGC_092,ENTRENAMIENTO,0.6230035622033329,0.46033358416102516
AGC_093,PREDICCION,0.4817271354996454,0.49649954900596727
AGC_094,PREDICCION,0.166521009372749,0.32412233476087754
AGC_095,PREDICCION,0.6131650734659905,0.6751146990860084
AGC_096,ENTRENAMIENTO,0.4113028768023212,0.3951106953499443
AGC_097,ENTRENAMIENTO,0.27120382210110977,0.2706928845110253
AGC_098,ENTRENAMIENTO,0.8569736404952706,0.7213372588632
AGC_099,ENTRENAMIENTO,0.3525924193295106,0.29637258271831646
AGC_100,ENTRENAMIENTO,0.35698917140790837,0.21569098285233715
AGC_101,ENTRENAMIENTO,0.29805912963750414,0.3553659131406568
AGC_102,ENTRENAMIENTO,0.4531729360990363,0.5231957495511907
AGC_103,ENTRENAMIENTO,0.6334497408560603,0.47821775509516323
AGC_104,ENTRENAMIENTO,0.4921236814224899,0.5264187533938582
AGC_105,ENTRENAMIENTO,0.43904720764682864,0.45100302027419176
AGC_106,ENTRENAMIENTO,0.7645688160590415,0.6833951778681838
AGC_107,PREDICCION,0.35595845625385775,0.40801232122445014
AGC_108,ENTRENAMIENTO,0.40859312232446626,0.3313247391370388
AGC_109,ENTRENAMIENTO,0.34619898785048037,0.3168392621830016
AGC_110,ENTRENAMIENTO,0.5261823071269223,0.6740282591024336
AGC_111,ENTRENAMIENTO,0.19854292403868729,0.227848050106925
AGC_112,ENTRENAMIENTO,0.15334622617488916,0.15038512680378846
AGC_113,PREDICCION,0.3156735837150901,0.455175822660752
AGC_114,ENTRENAMIENTO,0.6617746810943075,0.6167437830311107
AGC_115,ENTRENAMIENTO,0.4530938110532799,0.43996969812653436
AGC_116,PREDICCION,0.5513715989262938,0.5735786933465596
AGC_117,ENTRENAMIENTO,0.6222491660011121,0.5687961837842354
AGC_118,PREDICCION,0.27265169814616486,0.5075485092198352
AGC_119,ENTRENAMIENTO,0.9292225591905101,0.8528159182853787
AGC_120,PREDICCION,0.40926134169249406,0.6803645086693996
AGC_121,ENTRENAMIENTO,0.3186763826941794,0.2815283204031371
AGC_122,ENTRENAMIENTO,0.6150210582453711,0.7586817136541177
AGC_123,ENTRENAMIENTO,0.7307025604543878,0.6873647802082121
AGC_124,ENTRENAMIENTO,0.666153592315615,0.5532709637342139
AGC_125,ENTRENAMIENTO,0.6957346796223253,0.6661708795834902
AGC_126,PREDICCION,0.2297101692416771,0.3548163506870577
AGC_127,ENTRENAMIENTO,0.9439779438879417,0.6644843060835012
AGC_128,PREDICCION,0.4186044453053162,0.4453829635708482
AGC_129,PREDICCION,0.738168185814429,0.7407678323090281
AGC_130,PREDICCION,0.6046459677855714,0.720889912127784
AGC_131,ENTRENAMIENTO,0.25185462713370504,0.61207523072504
AGC_132,ENTRENAMIENTO,0.40138280938605886,0.3715965199968525
AGC_133,ENTRENAMIENTO,0.4088130020884497,0.24907644847629024
AGC_134,ENTRENAMIENTO,0.5692183811604804,0.5140367887609248
AGC_135,ENTRENAMIENTO,0.174928412873901,0.17539532373613162
AGC_136,PREDICCION,0.6680374796161992,0.7212793115309297
AGC_137,ENTRENAMIENTO,0.7154010539348604,0.39979987720531335
AGC_138,ENTRENAMIENTO,0.5060370812838403,0.4477325465627577
AGC_139,ENTRENAMIENTO,0.7157682592937962,0.6513792150941415
AGC_140,ENTRENAMIENTO,0.40742650171700506,0.31834666572916226
AGC_141,ENTRENAMIENTO,0.24205314673752132,0.28962176385700894
AGC_142,PREDICCION,0.4067799302563685,0.5869573659042192
AGC_143,PREDICCION,0.5907016604974891,0.6181880865474197
AGC_144,ENTRENAMIENTO,0.4071213604381335,0.46205266847888604
AGC_145,ENTRENAMIENTO,0.7096891365718945,0.6832490400165315
AGC_146,ENTRENAMIENTO,0.34137449892240107,0.32237825735571163
AGC_147,PREDICCION,0.3477126322353943,0.5427734233660344
AGC_148,ENTRENAMIENTO,0.11820368351396295,0.28532076868500145
AGC_149,PREDICCION,0.6506389187423328,0.7570349131363729
AGC_150,ENTRENAMIENTO,0.7194612160024048,0.6514401483980476
AGC_151,ENTRENAMIENTO,0.9750990756929298,0.6915641433273217
AGC_152,ENTRENAMIENTO,0.8741582837254666,0.6665440058937985
AGC_153,PREDICCION,0.3682344237374444,0.47980188240568594
AGC_154,PREDICCION,0.24761444499200247,0.6294805309501219
AGC_155,ENTRENAMIENTO,0.17597126183429274,0.40682357985032735
AGC_156,PREDICCION,0.16311083594204923,0.3485617276387749
AGC_157,ENTRENAMIENTO,0.3974505657159247,0.2502089833755605
AGC_158,PREDICCION,0.3078425711373493,0.32371933153075816
AGC_159,ENTRENAMIENTO,0.5178784394026,0.4832112246860751
AGC_160,ENTRENAMIENTO,0.43266888785124324,0.5351670970835263
AGC_161,ENTRENAMIENTO,0.3371208061287638,0.2984680805931218
AGC_162,ENTRENAMIENTO,0.3575539963846364,0.3359937802885948
AGC_163,ENTRENAMIENTO,0.3697558345671032,0.27204779354365327
AGC_164,ENTRENAMIENTO,0.5232445102770235,0.4877301814909888
AGC_165,ENTRENAMIENTO,0.3687690410184771,0.35495270363025183
AGC_166,ENTRENAMIENTO,0.5333943084337542,0.5060307212057357
AGC_167,ENTRENAMIENTO,0.30638974682282644,0.3983072530161915
AGC_168,ENTRENAMIENTO,0.8410883936496965,0.7719992450413719
AGC_169,ENTRENAMIENTO,0.09526006674713235,0.11918295593682719
AGC_170,ENTRENAMIENTO,0.10989865398249259,0.30777270158610864
AGC_171,ENTRENAMIENTO,0.5300410050520596,0.4488187981225152
AGC_172,ENTRENAMIENTO,0.5324417735685205,0.5282676932513516
AGC_173,PREDICCION,0.9943712881490295,0.9949146558172397
AGC_174,PREDICCION,0.4782368139517263,0.6555224105452705
AGC_175,PREDICCION,0.545700000244943,0.7044057988816234
AGC_176,ENTRENAMIENTO,0.3463346731241119,0.37321566561497277
AGC_177,PREDICCION,0.33313100662913897,0.5740253484503905
AGC_178,ENTRENAMIENTO,0.35227835620053277,0.3306583404656963
AGC_179,ENTRENAMIENTO,0.41751370849055125,0.5056155340004562
AGC_180,ENTRENAMIENTO,0.7184469877950072,0.5101334110056918
AGC_181,ENTRENAMIENTO,0.7233798349701825,0.6898426134520312
AGC_182,PREDICCION,0.4401875138246265,0.5166974276848324
AGC_183,PREDICCION,0.38961909977107606,0.49943197097788294
AGC_184,ENTRENAMIENTO,0.39200220832614224,0.33640197267853467
AGC_185,ENTRENAMIENTO,0.6857234866362065,0.623106856806444
AGC_186,PREDICCION,0.3422024806819472,0.4029906917537865
AGC_187,ENTRENAMIENTO,0.22591641238220359,0.20988517921025987
AGC_188,PREDICCION,0.8246822256973844,0.7180071261854132
AGC_189,ENTRENAMIENTO,0.4969424450730809,0.5487125720406341
AGC_190,PREDICCION,0.4127510241270213,0.4492448685853388
AGC_191,PREDICCION,0.21150852979512666,0.48850181887503213
AGC_192,PREDICCION,0.2565075465905168,0.2987931963043221
AGC_193,ENTRENAMIENTO,0.3370387856119891,0.2279009927433265
AGC_194,ENTRENAMIENTO,0.5915732456092265,0.6172549253901007
AGC_195,ENTRENAMIENTO,0.450846710545039,0.5723374313027276
AGC_196,ENTRENAMIENTO,0.3388966816628512,0.2856120738042129
AGC_197,ENTRENAMIENTO,0.5145135965797536,0.4466014394304053
