ID_POLIGONO,fecha_captura,sensor,ndvi_promedio,ndvi_std,ndvi_max,ndvi_min,evi_promedio,evi_std,evi_max,evi_min,lai_promedio,lai_std,lai_max,lai_min,msavi_promedio,msavi_std,msavi_max,msavi_min,porcentaje_nubosidad
AGC_056,14/12/2025,Planet,0.259,0.045,0.518,0.151,0.158,0.022,0.267,0.09,0.871,0.148,1.91,0.468,0.151,0.02,0.252,0.083,0
AGC_056,12/12/2025,Planet,0.285,0.045,0.56,0.201,0.165,0.02,0.262,0.11,0.986,0.144,1.935,0.735,0.164,0.02,0.259,0.107,0
AGC_056,11/12/2025,Planet,0.287,0.047,0.57,0.202,0.169,0.021,0.27,0.117,1.055,0.144,2.003,0.751,0.172,0.022,0.269,0.115,0
AGC_056,19/12/2025,Planet,0.286,0.052,0.601,0.196,0.154,0.024,0.307,0.108,0.986,0.166,2.155,0.681,0.149,0.023,0.287,0.104,0
AGC_056,16/12/2025,Planet,0.299,0.052,0.647,0.206,0.15,0.02,0.241,0.107,1.01,0.184,2.356,0.72,0.148,0.02,0.236,0.104,0
AGC_056,08/06/2025,Planet,0.24,0.04,0.472,0.136,0.176,0.027,0.304,0.106,0.829,0.158,1.874,0.392,0.163,0.024,0.286,0.098,0
AGC_056,07/06/2025,Planet,0.237,0.04,0.48,0.133,0.164,0.025,0.262,0.096,0.72,0.154,1.617,0.31,0.156,0.023,0.254,0.093,0
AGC_056,06/06/2025,Planet,0.261,0.039,0.49,0.172,0.186,0.024,0.294,0.124,0.886,0.148,1.901,0.482,0.178,0.022,0.281,0.119,0
AGC_056,05/06/2025,Planet,0.282,0.043,0.502,0.183,0.181,0.022,0.278,0.125,0.973,0.164,1.799,0.534,0.178,0.022,0.277,0.123,0
AGC_056,03/12/2025,Planet,0.301,0.047,0.545,0.213,0.182,0.023,0.286,0.128,1.025,0.151,1.988,0.606,0.184,0.023,0.287,0.123,0
AGC_056,02/12/2025,Planet,0.276,0.046,0.519,0.157,0.165,0.043,0.323,0.075,0.989,0.153,1.885,0.622,0.154,0.045,0.299,0.066,0
AGC_056,07/12/2025,Planet,0.268,0.037,0.425,0.116,0.201,0.026,0.323,0.099,0.876,0.141,1.591,0.219,0.184,0.024,0.269,0.079,0
AGC_056,05/12/2025,Planet,0.282,0.048,0.548,0.184,0.168,0.022,0.28,0.11,0.967,0.159,2.046,0.561,0.169,0.022,0.278,0.109,0
AGC_056,04/01/2025,Planet,0.291,0.035,0.544,0.208,0.169,0.023,0.284,0.081,0.993,0.143,1.995,0.576,0.168,0.024,0.278,0.075,0
AGC_056,08/01/2025,Planet,0.246,0.037,0.541,0.166,0.143,0.02,0.269,0.099,0.9,0.134,1.947,0.562,0.141,0.019,0.258,0.096,0
AGC_056,03/01/2025,Planet,0.224,0.02,0.36,0.166,0.158,0.015,0.229,0.11,0.813,0.097,1.372,0.533,0.137,0.013,0.193,0.098,0
AGC_056,02/01/2025,Planet,0.249,0.023,0.404,0.178,0.167,0.015,0.252,0.112,0.884,0.104,1.509,0.553,0.153,0.014,0.22,0.102,0
AGC_056,22/09/2025,Planet,0.656,0.104,0.855,0.31,0.401,0.069,0.564,0.196,2.292,0.396,3.155,1.113,0.409,0.076,0.592,0.191,0
AGC_056,12/10/2025,Planet,0.618,0.069,0.763,0.348,0.342,0.06,0.524,0.191,2.01,0.239,2.559,1.266,0.346,0.066,0.527,0.181,0
AGC_056,24/09/2025,Planet,0.647,0.091,0.846,0.323,0.451,0.073,0.649,0.219,2.28,0.36,3.105,1.17,0.444,0.077,0.653,0.215,0
AGC_056,19/10/2025,Planet,0.52,0.07,0.698,0.297,0.291,0.045,0.424,0.181,1.687,0.232,2.327,1.042,0.296,0.05,0.431,0.173,0
AGC_056,17/10/2025,Planet,0.523,0.073,0.711,0.283,0.33,0.051,0.473,0.186,1.7,0.236,2.38,1.012,0.33,0.054,0.476,0.176,8.06
AGC_056,13/10/2025,Planet,0.593,0.072,0.746,0.32,0.327,0.057,0.49,0.181,1.917,0.239,2.5,1.099,0.328,0.061,0.5,0.171,0
AGC_056,09/04/2025,Planet,0.21,0.039,0.518,0.127,0.135,0.019,0.263,0.094,0.703,0.151,1.793,0.297,0.133,0.019,0.26,0.094,0
AGC_056,07/04/2025,Planet,0.169,0.04,0.47,0.081,0.115,0.022,0.25,0.067,0.594,0.154,1.694,0.181,0.11,0.021,0.237,0.061,0
AGC_056,08/04/2025,Planet,0.177,0.037,0.43,0.08,0.125,0.021,0.252,0.066,0.598,0.157,1.55,0.188,0.117,0.02,0.239,0.061,0
AGC_056,01/04/2025,Planet,0.21,0.036,0.48,0.131,0.13,0.016,0.231,0.085,0.703,0.142,1.646,0.311,0.127,0.016,0.223,0.084,0
AGC_056,02/04/2025,Planet,0.208,0.036,0.486,0.127,0.125,0.017,0.233,0.079,0.63,0.143,1.602,0.182,0.129,0.017,0.237,0.081,0
AGC_056,31/03/2025,Planet,0.216,0.027,0.378,0.154,0.154,0.014,0.241,0.121,0.768,0.107,1.376,0.477,0.139,0.012,0.213,0.107,57.347
AGC_056,05/04/2025,Planet,0.181,0.038,0.488,0.084,0.119,0.019,0.241,0.069,0.446,0.153,1.429,-0.01,0.118,0.02,0.245,0.063,0
AGC_056,03/04/2025,Planet,0.208,0.037,0.458,0.118,0.135,0.019,0.25,0.075,0.698,0.155,1.649,0.249,0.132,0.018,0.243,0.073,0
AGC_056,18/09/2025,Planet,0.675,0.086,0.863,0.348,0.415,0.067,0.601,0.201,2.421,0.346,3.241,1.327,0.41,0.073,0.618,0.194,0
AGC_056,04/04/2025,Planet,0.202,0.038,0.474,0.112,0.127,0.019,0.246,0.066,0.655,0.158,1.712,0.21,0.126,0.019,0.239,0.066,0
AGC_056,30/09/2025,Planet,0.56,0.061,0.701,0.435,0.298,0.102,0.545,0.17,2.076,0.226,2.715,1.631,0.27,0.098,0.5,0.148,90.68
AGC_056,20/04/2025,Planet,0.188,0.033,0.44,0.084,0.129,0.018,0.254,0.059,0.51,0.136,1.421,0.034,0.127,0.018,0.245,0.059,0
AGC_056,06/10/2025,Planet,0.625,0.084,0.796,0.333,0.425,0.067,0.601,0.233,2.055,0.299,2.797,1.082,0.418,0.071,0.598,0.222,0
AGC_056,18/04/2025,Planet,0.186,0.033,0.421,0.108,0.123,0.017,0.227,0.08,0.633,0.135,1.546,0.279,0.117,0.016,0.215,0.076,0
AGC_056,19/04/2025,Planet,0.194,0.035,0.462,0.109,0.124,0.018,0.243,0.083,0.662,0.15,1.78,0.3,0.125,0.018,0.243,0.082,0
AGC_056,12/04/2025,Planet,0.182,0.039,0.449,0.084,0.121,0.02,0.239,0.068,0.601,0.153,1.572,0.219,0.118,0.02,0.235,0.062,0
AGC_056,11/04/2025,Planet,0.173,0.036,0.413,0.09,0.111,0.017,0.209,0.066,0.532,0.14,1.328,0.155,0.107,0.017,0.204,0.066,0
AGC_056,16/04/2025,Planet,0.179,0.036,0.467,0.087,0.125,0.02,0.257,0.065,0.533,0.151,1.386,0.049,0.121,0.02,0.249,0.064,0
AGC_056,17/04/2025,Planet,0.182,0.038,0.483,0.09,0.12,0.019,0.239,0.063,0.6,0.151,1.657,0.145,0.117,0.019,0.239,0.063,0
AGC_056,14/04/2025,Planet,0.169,0.036,0.426,0.096,0.11,0.017,0.219,0.075,0.515,0.14,1.367,0.193,0.106,0.017,0.214,0.07,0
AGC_056,15/04/2025,Planet,0.188,0.037,0.475,0.083,0.121,0.018,0.246,0.066,0.464,0.141,1.449,0.017,0.124,0.019,0.259,0.064,0
AGC_056,30/04/2025,Planet,0.199,0.032,0.373,0.138,0.172,0.033,0.336,0.108,0.785,0.146,1.145,0.543,0.152,0.023,0.276,0.108,95.602
AGC_056,09/11/2025,Planet,0.396,0.058,0.694,0.246,0.213,0.032,0.343,0.138,1.26,0.175,2.256,0.789,0.218,0.034,0.347,0.138,0
AGC_056,08/11/2025,Planet,0.411,0.052,0.623,0.267,0.246,0.033,0.411,0.168,1.39,0.168,2.111,0.937,0.251,0.035,0.405,0.165,0
AGC_056,07/11/2025,Planet,0.42,0.046,0.623,0.296,0.227,0.026,0.332,0.166,1.409,0.144,2.069,1.029,0.237,0.029,0.339,0.167,0
AGC_056,06/11/2025,Planet,0.427,0.05,0.637,0.286,0.225,0.028,0.33,0.159,1.385,0.153,1.976,0.923,0.236,0.031,0.341,0.16,0
AGC_056,05/11/2025,Planet,0.426,0.053,0.612,0.288,0.268,0.034,0.406,0.192,1.199,0.169,1.765,0.788,0.287,0.037,0.421,0.194,39.967
AGC_056,04/11/2025,Planet,0.42,0.061,0.665,0.242,0.228,0.035,0.364,0.143,1.373,0.186,2.213,0.872,0.232,0.037,0.364,0.138,0
AGC_056,03/11/2025,Planet,0.439,0.06,0.649,0.26,0.26,0.038,0.412,0.164,1.469,0.197,2.273,0.925,0.262,0.041,0.41,0.157,0
AGC_056,29/04/2025,Planet,0.187,0.034,0.409,0.097,0.121,0.017,0.216,0.071,0.626,0.142,1.615,0.156,0.119,0.017,0.214,0.07,0
AGC_056,23/04/2025,Planet,0.176,0.073,0.418,-0.088,0.079,0.037,0.277,-0.049,0.619,0.266,1.531,0.153,0.067,0.032,0.257,-0.039,91.607
AGC_056,24/04/2025,Planet,0.175,0.021,0.243,0.115,0.122,0.014,0.158,0.079,0.624,0.088,0.877,0.407,0.113,0.015,0.148,0.067,93.604
AGC_056,21/04/2025,Planet,0.214,0.044,0.42,0.088,0.127,0.046,0.255,0.031,0.755,0.169,1.651,0.163,0.12,0.048,0.242,0.027,33.405
AGC_056,22/04/2025,Planet,0.19,0.033,0.427,0.108,0.137,0.02,0.28,0.069,0.668,0.138,1.531,0.155,0.129,0.019,0.258,0.065,0
AGC_056,26/04/2025,Planet,0.177,0.031,0.423,0.102,0.12,0.016,0.233,0.075,0.565,0.124,1.278,0.21,0.115,0.016,0.223,0.075,0
AGC_056,26/10/2025,Planet,0.507,0.072,0.741,0.289,0.26,0.04,0.417,0.161,1.478,0.227,2.305,0.859,0.284,0.047,0.453,0.168,0
AGC_056,24/10/2025,Planet,0.497,0.066,0.698,0.297,0.266,0.039,0.399,0.171,1.649,0.227,2.443,1.032,0.273,0.044,0.41,0.169,0
AGC_056,25/10/2025,Planet,0.483,0.061,0.658,0.295,0.259,0.036,0.389,0.174,1.61,0.197,2.231,1.066,0.264,0.04,0.399,0.168,0
AGC_056,08/05/2025,Planet,0.19,0.032,0.421,0.116,0.129,0.018,0.244,0.078,0.681,0.132,1.519,0.306,0.124,0.017,0.236,0.078,0
AGC_056,09/05/2025,Planet,0.164,0.026,0.318,0.054,0.115,0.02,0.232,0.037,0.62,0.121,1.206,0.125,0.098,0.018,0.193,0.03,0
AGC_056,03/05/2025,Planet,0.182,0.033,0.422,0.079,0.135,0.022,0.277,0.058,0.643,0.121,1.31,0.26,0.128,0.02,0.255,0.051,0
AGC_056,06/05/2025,Planet,0.186,0.033,0.431,0.114,0.126,0.018,0.256,0.082,0.622,0.131,1.578,0.245,0.124,0.018,0.251,0.081,0
AGC_056,04/05/2025,Planet,0.185,0.031,0.401,0.11,0.129,0.018,0.234,0.079,0.633,0.132,1.457,0.257,0.123,0.017,0.22,0.077,0
AGC_056,05/05/2025,Planet,0.198,0.032,0.397,0.103,0.128,0.019,0.242,0.071,0.681,0.138,1.527,0.231,0.123,0.018,0.223,0.068,0
AGC_155,15/01/2025,Planet,0.391,0.055,0.632,0.286,0.241,0.034,0.377,0.163,1.318,0.183,2.194,0.917,0.244,0.035,0.377,0.161,0
AGC_155,17/01/2025,Planet,0.362,0.055,0.623,0.236,0.213,0.034,0.364,0.132,1.236,0.186,2.2,0.758,0.214,0.034,0.362,0.134,0
AGC_155,19/01/2025,Planet,0.345,0.052,0.542,0.241,0.223,0.035,0.337,0.146,1.188,0.171,1.945,0.766,0.218,0.034,0.32,0.145,0
AGC_155,13/01/2025,Planet,0.374,0.055,0.613,0.249,0.232,0.036,0.36,0.143,1.264,0.194,2.189,0.833,0.239,0.037,0.364,0.148,0
AGC_155,24/12/2025,Planet,0.294,0.055,0.606,0.216,0.159,0.024,0.304,0.121,1.048,0.204,2.227,0.786,0.161,0.024,0.302,0.125,0
AGC_155,23/12/2025,Planet,0.282,0.055,0.571,0.223,0.167,0.026,0.319,0.132,1.052,0.188,2.019,0.839,0.165,0.025,0.305,0.133,0
AGC_155,12/07/2025,Planet,0.33,0.083,0.672,0.231,0.204,0.064,0.498,0.133,1.1,0.294,2.222,0.715,0.195,0.062,0.479,0.13,0
AGC_155,20/12/2025,Planet,0.326,0.055,0.642,0.258,0.176,0.024,0.336,0.14,1.174,0.203,2.399,0.93,0.184,0.025,0.35,0.145,0
AGC_155,27/12/2025,Planet,0.305,0.058,0.643,0.246,0.17,0.026,0.325,0.138,1.104,0.199,2.113,0.895,0.172,0.026,0.321,0.14,0
AGC_155,27/01/2025,Planet,0.374,0.052,0.613,0.272,0.224,0.03,0.333,0.157,1.223,0.164,2.107,0.866,0.225,0.031,0.336,0.158,0
AGC_155,26/01/2025,Planet,0.375,0.052,0.606,0.261,0.226,0.031,0.342,0.149,1.274,0.171,2.096,0.87,0.228,0.031,0.337,0.151,0
AGC_155,03/07/2025,Planet,0.636,0.06,0.787,0.324,0.364,0.048,0.539,0.2,1.882,0.207,2.794,1.181,0.359,0.048,0.543,0.195,0
AGC_155,21/01/2025,Planet,0.348,0.048,0.529,0.237,0.217,0.033,0.311,0.134,1.196,0.166,1.987,0.755,0.212,0.032,0.307,0.129,0
AGC_056,31/01/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_155,20/01/2025,Planet,0.372,0.042,0.531,0.276,0.256,0.031,0.352,0.182,1.222,0.145,1.874,0.861,0.255,0.031,0.349,0.184,0
AGC_155,25/01/2025,Planet,0.373,0.053,0.614,0.262,0.225,0.032,0.352,0.15,1.234,0.183,2.175,0.78,0.226,0.033,0.354,0.152,0
AGC_155,06/07/2025,Planet,0.606,0.061,0.733,0.347,0.35,0.086,0.541,0.177,1.744,0.215,2.477,0.915,0.334,0.087,0.522,0.163,8.917
AGC_155,23/07/2025,Planet,0.323,0.087,0.733,0.233,0.191,0.061,0.521,0.129,1.193,0.315,2.557,0.822,0.19,0.062,0.536,0.129,0
AGC_155,22/07/2025,Planet,0.338,0.088,0.721,0.221,0.178,0.056,0.457,0.114,1.137,0.344,2.59,0.717,0.18,0.058,0.478,0.117,0
AGC_155,05/02/2025,Planet,0.38,0.054,0.584,0.268,0.232,0.033,0.339,0.136,1.297,0.174,2.173,0.873,0.237,0.034,0.341,0.134,0
AGC_155,08/02/2025,Planet,0.325,0.06,0.564,0.196,0.192,0.033,0.318,0.12,1.101,0.195,2.009,0.564,0.198,0.034,0.323,0.123,0
AGC_155,07/02/2025,Planet,0.354,0.055,0.596,0.237,0.212,0.031,0.316,0.144,1.172,0.174,1.952,0.777,0.22,0.033,0.324,0.147,0
AGC_155,09/02/2025,Planet,0.351,0.048,0.552,0.246,0.215,0.027,0.304,0.152,1.189,0.158,1.908,0.796,0.223,0.029,0.309,0.156,0
AGC_155,30/01/2025,Planet,0.356,0.053,0.56,0.229,0.21,0.032,0.317,0.129,1.216,0.186,2.157,0.745,0.216,0.033,0.326,0.133,0
AGC_155,02/02/2025,Planet,0.356,0.054,0.582,0.226,0.233,0.035,0.378,0.104,1.218,0.171,2.028,0.763,0.232,0.035,0.369,0.102,0
AGC_155,19/07/2025,Planet,0.311,0.06,0.607,0.222,0.206,0.055,0.479,0.138,1.173,0.243,2.397,0.893,0.184,0.045,0.41,0.131,37.964
AGC_155,04/02/2025,Planet,0.35,0.056,0.586,0.206,0.214,0.033,0.346,0.115,1.277,0.196,2.246,0.653,0.213,0.032,0.336,0.114,0
AGC_155,02/08/2025,Planet,0.387,0.077,0.706,0.276,0.252,0.058,0.523,0.18,1.404,0.275,2.474,1.045,0.247,0.059,0.524,0.18,0
AGC_155,17/02/2025,Planet,0.313,0.043,0.461,0.197,0.19,0.025,0.277,0.118,0.985,0.159,1.757,0.529,0.197,0.026,0.283,0.125,0
AGC_155,26/07/2025,Planet,0.34,0.074,0.687,0.254,0.213,0.052,0.478,0.155,1.28,0.284,2.496,0.909,0.199,0.05,0.454,0.148,0
AGC_155,10/02/2025,Planet,0.346,0.049,0.548,0.227,0.216,0.029,0.33,0.142,1.181,0.153,1.884,0.731,0.224,0.03,0.336,0.144,0
AGC_155,13/02/2025,Planet,0.326,0.059,0.597,0.2,0.196,0.032,0.349,0.118,1.12,0.219,2.294,0.575,0.2,0.033,0.345,0.119,0
AGC_155,12/02/2025,Planet,0.353,0.05,0.586,0.226,0.218,0.029,0.343,0.143,1.255,0.159,2.022,0.785,0.229,0.031,0.354,0.15,0
AGC_155,28/07/2025,Planet,0.404,0.081,0.577,0.278,0.379,0.098,0.605,0.239,1.686,0.362,2.281,1.013,0.311,0.075,0.475,0.205,92.269
AGC_155,24/11/2025,Planet,0.4,0.064,0.716,0.336,0.215,0.035,0.379,0.177,1.413,0.199,2.406,1.173,0.223,0.034,0.381,0.187,0
AGC_155,22/11/2025,Planet,0.375,0.067,0.677,0.297,0.203,0.034,0.364,0.164,1.334,0.222,2.33,1.023,0.208,0.034,0.362,0.172,0
AGC_155,20/11/2025,Planet,0.429,0.061,0.729,0.344,0.225,0.033,0.37,0.189,1.523,0.202,2.473,1.166,0.246,0.034,0.402,0.206,0
AGC_155,21/05/2025,Planet,0.253,0.049,0.558,0.177,0.148,0.029,0.331,0.104,0.901,0.206,2.056,0.483,0.149,0.029,0.328,0.104,0
AGC_155,26/11/2025,Planet,0.368,0.061,0.683,0.298,0.21,0.032,0.383,0.172,1.229,0.201,2.35,0.984,0.22,0.031,0.389,0.181,0
AGC_155,25/11/2025,Planet,0.391,0.062,0.701,0.313,0.207,0.033,0.363,0.165,1.414,0.209,2.564,1.149,0.221,0.033,0.376,0.181,0
AGC_155,13/05/2025,Planet,0.218,0.04,0.436,0.153,0.136,0.027,0.293,0.095,0.786,0.163,1.784,0.465,0.129,0.025,0.268,0.092,0
AGC_155,12/05/2025,Planet,0.259,0.045,0.556,0.183,0.155,0.028,0.348,0.112,0.923,0.175,2.013,0.588,0.157,0.028,0.353,0.118,0
AGC_155,17/05/2025,Planet,0.216,0.044,0.472,0.131,0.124,0.026,0.282,0.072,0.839,0.184,1.889,0.496,0.121,0.026,0.276,0.072,0
AGC_155,18/05/2025,Planet,0.248,0.047,0.486,0.128,0.157,0.029,0.328,0.085,0.946,0.171,1.893,0.324,0.154,0.029,0.324,0.08,0
AGC_155,15/05/2025,Planet,0.228,0.039,0.465,0.163,0.135,0.024,0.293,0.096,0.829,0.15,1.737,0.496,0.13,0.023,0.279,0.096,0
AGC_155,16/05/2025,Planet,0.261,0.043,0.52,0.191,0.149,0.026,0.308,0.105,0.963,0.181,2.038,0.592,0.151,0.027,0.307,0.109,0
AGC_155,13/11/2025,Planet,0.44,0.068,0.746,0.363,0.236,0.035,0.392,0.198,1.523,0.22,2.482,1.252,0.245,0.035,0.4,0.208,0
AGC_155,19/11/2025,Planet,0.399,0.067,0.881,0.323,0.23,0.038,0.441,0.188,1.409,0.189,2.302,1.187,0.234,0.034,0.4,0.195,0
AGC_155,16/11/2025,Planet,0.416,0.066,0.732,0.339,0.218,0.034,0.371,0.182,1.445,0.203,2.332,1.184,0.225,0.033,0.383,0.191,0
AGC_155,14/11/2025,Planet,0.418,0.061,0.681,0.348,0.238,0.034,0.403,0.203,1.476,0.188,2.366,1.264,0.241,0.033,0.398,0.207,0
AGC_155,24/05/2025,Planet,0.213,0.044,0.479,0.068,0.115,0.038,0.344,0.027,0.801,0.203,1.846,0.124,0.102,0.036,0.305,0.023,15.035
AGC_155,22/05/2025,Planet,0.253,0.039,0.522,0.162,0.142,0.022,0.302,0.085,0.915,0.174,1.954,0.401,0.142,0.022,0.305,0.087,0
AGC_155,12/12/2025,Planet,0.32,0.054,0.582,0.254,0.191,0.027,0.314,0.155,1.177,0.177,2.11,0.952,0.195,0.025,0.311,0.159,0
AGC_155,11/12/2025,Planet,0.322,0.056,0.59,0.254,0.195,0.028,0.347,0.155,1.209,0.184,2.133,0.98,0.203,0.028,0.349,0.164,0
AGC_155,10/12/2025,Planet,0.332,0.061,0.643,0.261,0.2,0.033,0.385,0.153,1.246,0.212,2.31,0.973,0.202,0.031,0.376,0.158,0
AGC_155,19/12/2025,Planet,0.314,0.067,0.662,0.233,0.188,0.035,0.384,0.135,1.122,0.21,2.219,0.891,0.186,0.032,0.371,0.134,0
AGC_155,17/12/2025,Planet,0.318,0.057,0.57,0.242,0.182,0.027,0.308,0.13,1.151,0.198,2.105,0.936,0.179,0.026,0.296,0.126,0
AGC_155,16/12/2025,Planet,0.327,0.064,0.635,0.26,0.182,0.03,0.317,0.147,1.18,0.221,2.371,0.956,0.187,0.029,0.322,0.152,0
AGC_155,08/06/2025,Planet,0.246,0.059,0.583,0.153,0.171,0.038,0.405,0.109,0.923,0.231,2.171,0.518,0.162,0.036,0.389,0.103,0
AGC_155,07/06/2025,Planet,0.249,0.061,0.585,0.159,0.156,0.036,0.375,0.097,0.824,0.238,2.113,0.378,0.153,0.035,0.374,0.099,0
AGC_155,06/06/2025,Planet,0.247,0.095,0.518,0.005,0.16,0.054,0.289,0.003,0.776,0.139,1.34,0.414,0.145,0.054,0.276,0.003,68.006
AGC_155,05/06/2025,Planet,0.287,0.059,0.587,0.199,0.18,0.035,0.374,0.127,1.049,0.233,2.277,0.554,0.181,0.035,0.374,0.131,0
AGC_155,03/12/2025,Planet,0.37,0.054,0.631,0.304,0.209,0.03,0.364,0.171,1.376,0.195,2.319,1.131,0.215,0.029,0.363,0.174,0
AGC_155,02/12/2025,Planet,0.345,0.029,0.5,0.288,0.223,0.02,0.333,0.182,1.27,0.112,1.845,1.019,0.212,0.017,0.307,0.172,47.838
AGC_155,01/12/2025,Planet,0.369,0.063,0.659,0.302,0.208,0.036,0.379,0.173,1.332,0.211,2.347,1.081,0.214,0.034,0.374,0.182,0
AGC_155,05/12/2025,Planet,0.353,0.053,0.627,0.277,0.211,0.027,0.355,0.161,1.229,0.196,2.244,0.986,0.217,0.026,0.358,0.168,0
